회사명,거래소코드,회계년도,매출총이익(손실)(요약)(IFRS연결)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),* (정상)영업손익(보고서기재)(요약)(IFRS연결)(백만원),매출총이익(손실)(요약)(IFRS)(백만원),당기순이익(손실)(요약)(IFRS)(백만원),* (정상)영업손익(보고서기재)(요약)(IFRS)(백만원)
(주)CMG제약,058820,2009/12,,,,2469,-18177,-8650
(주)CMG제약,058820,2010/12,3133,-6945,-7537,3133,-6945,-7537
(주)CMG제약,058820,2011/12,7426,-1508,640,7426,-1264,715
(주)CMG제약,058820,2012/12,4607,-6660,-4206,4607,-6893,-4045
(주)CMG제약,058820,2013/12,7895,296,791,7815,335,823
(주)CMG제약,058820,2014/12,8435,158,442,8435,172,446
(주)CMG제약,058820,2015/12,9804,-3650,-2572,9804,-3649,-2571
(주)CMG제약,058820,2016/12,13306,1728,1731,13306,1693,1731
(주)CMG제약,058820,2017/12,18038,2835,1559,18038,2835,1559
(주)CMG제약,058820,2018/12,22740,6065,2568,22740,6065,2568
(주)CMG제약,058820,2019/12,28923,3051,2604,28923,3051,2604
(주)CMG제약,058820,2020/12,,,,31210,215,1822
(주)CMG제약,058820,2021/12,,,,33451,3165,1660
(주)CMG제약,058820,2022/12,,,,40901,-388,2981
(주)ES큐브,050120,2009/12,,,,5952,3747,938
(주)ES큐브,050120,2010/12,10920,-1632,-534,7600,-2166,578
(주)ES큐브,050120,2011/12,14903,-4796,-3650,12596,-2933,-2080
(주)ES큐브,050120,2012/12,15681,-359,89,12527,517,646
(주)ES큐브,050120,2013/12,14509,-16456,-1165,11800,-14749,217
(주)ES큐브,050120,2014/12,9523,-615,171,6614,-2412,326
(주)ES큐브,050120,2015/12,11720,-2307,-4060,6151,3610,2371
(주)ES큐브,050120,2016/12,9835,21541,2161,6349,17469,2360
(주)ES큐브,050120,2017/12,9688,1738,2249,6608,1219,2170
(주)ES큐브,050120,2018/12,7727,-6121,-1211,5615,-3836,691
(주)ES큐브,050120,2019/12,8197,-13768,-2617,5819,-12739,588
(주)ES큐브,050120,2020/12,24142,-25292,10316,6096,-29081,1453
(주)ES큐브,050120,2021/12,15286,5376,283,7492,5695,2340
(주)ES큐브,050120,2022/12,23906,24683,15343,10986,5705,5004
(주)가비아,079940,2009/12,16317,4442,5631,10637,3172,3653
(주)가비아,079940,2010/12,18879,5573,6692,11722,3096,3960
(주)가비아,079940,2011/12,23665,7015,8181,13031,3262,3932
(주)가비아,079940,2012/12,28756,9419,7620,14988,5738,2949
(주)가비아,079940,2013/12,31793,9506,7034,15949,3787,3035
(주)가비아,079940,2014/12,35156,6753,8383,17031,3077,3451
(주)가비아,079940,2015/12,41570,8530,11349,19640,4288,4532
(주)가비아,079940,2016/12,47180,10178,12549,20628,3544,3982
(주)가비아,079940,2017/12,55905,9670,12712,21804,2494,3176
(주)가비아,079940,2018/12,62977,15341,18188,23543,2763,4106
(주)가비아,079940,2019/12,72656,21102,23737,23722,4655,4889
(주)가비아,079940,2020/12,83163,23752,28545,27270,4758,7130
(주)가비아,079940,2021/12,98530,24999,33095,32160,4413,7608
(주)가비아,079940,2022/12,116150,41595,41206,35721,7352,7572
(주)가온칩스,399720,2018/12,,,,,,
(주)가온칩스,399720,2019/12,,,,,,
(주)가온칩스,399720,2020/12,,,,5020,1852,1974
(주)가온칩스,399720,2021/12,,,,10687,6183,6202
(주)가온칩스,399720,2022/12,11629,4419,3900,11629,4475,3955
(주)강스템바이오텍,217730,2013/12,,,,,,
(주)강스템바이오텍,217730,2014/12,,,,,,
(주)강스템바이오텍,217730,2015/12,,,,1232,-5754,-5125
(주)강스템바이오텍,217730,2016/12,,,,785,-8300,-9118
(주)강스템바이오텍,217730,2017/12,3259,-11532,-11738,2992,-10856,-11133
(주)강스템바이오텍,217730,2018/12,1177,-14294,-11694,724,-13501,-10525
(주)강스템바이오텍,217730,2019/12,-424,-26394,-23154,141,-25002,-19411
(주)강스템바이오텍,217730,2020/12,1046,-19746,-18725,245,-19492,-16745
(주)강스템바이오텍,217730,2021/12,2689,-21827,-22736,1754,-20437,-21748
(주)강스템바이오텍,217730,2022/12,4873,-20176,-20558,2484,-19765,-21015
(주)강원에너지,114190,2009/11,,,,8077,2590,4242
(주)강원에너지,114190,2010/11,,,,6689,1717,1779
(주)강원에너지,114190,2011/11,,,,12591,5755,6590
(주)강원에너지,114190,2012/12,,,,21030,8975,11611
(주)강원에너지,114190,2013/12,,,,11744,3922,3234
(주)강원에너지,114190,2014/12,,,,10915,1123,1626
(주)강원에너지,114190,2015/12,7923,102,447,8328,886,878
(주)강원에너지,114190,2016/12,7017,-1125,-1311,7242,-762,-902
(주)강원에너지,114190,2017/12,865,-6452,-5589,865,-6291,-5421
(주)강원에너지,114190,2018/12,5893,1709,341,5893,1978,532
(주)강원에너지,114190,2019/12,-6139,-35647,-17176,-6139,-33461,-17151
(주)강원에너지,114190,2020/12,-1859,-12875,-9226,-1859,-14039,-8978
(주)강원에너지,114190,2021/12,,,,4959,5796,1916
(주)강원에너지,114190,2022/12,6047,3456,2618,5290,1589,3003
(주)경윤하이드로에너지,019120,2009/12,-241,-9336,-8118,631,-9336,-2880
(주)경윤하이드로에너지,019120,2010/12,,,,1616,-29422,-2647
(주)고려시멘트,198440,2014/12,,,,,,
(주)고려시멘트,198440,2015/12,,,,,,
(주)고려시멘트,198440,2016/12,,,,,,
(주)고려시멘트,198440,2017/12,,,,11686,1004,3018
(주)고려시멘트,198440,2018/12,,,,12668,4646,3838
(주)고려시멘트,198440,2019/12,,,,5322,3396,-460
(주)고려시멘트,198440,2020/12,,,,8145,4445,4281
(주)고려시멘트,198440,2021/12,,,,6604,4639,3698
(주)고려시멘트,198440,2022/12,,,,-9985,-7761,-12631
(주)고바이오랩,348150,2019/12,288,-44067,-7352,288,-44215,-5735
(주)고바이오랩,348150,2020/12,2642,-55072,-12345,2642,-56315,-10214
(주)고바이오랩,348150,2021/12,1909,-15382,-16337,1909,-17475,-11047
(주)고바이오랩,348150,2022/12,8021,-23386,-20292,6469,-14755,-5863
(주)고영테크놀러지,098460,2009/12,,,,15836,1162,2269
(주)고영테크놀러지,098460,2010/12,42855,16267,20491,41564,15223,19485
(주)고영테크놀러지,098460,2011/12,49160,15634,18821,45861,16581,19598
(주)고영테크놀러지,098460,2012/12,61492,15222,21443,54541,14836,20358
(주)고영테크놀러지,098460,2013/12,61925,13933,16773,55187,14817,17779
(주)고영테크놀러지,098460,2014/12,82578,22111,28155,74149,22776,27729
(주)고영테크놀러지,098460,2015/12,89008,23531,23450,81593,23272,26173
(주)고영테크놀러지,098460,2016/12,107938,29724,33184,92069,28063,31040
(주)고영테크놀러지,098460,2017/12,131469,26734,43749,115296,28907,45513
(주)고영테크놀러지,098460,2018/12,148872,42310,45983,131725,42430,46197
(주)고영테크놀러지,098460,2019/12,141192,29560,33331,127878,34703,40058
(주)고영테크놀러지,098460,2020/12,113123,9161,15843,93757,7447,13573
(주)고영테크놀러지,098460,2021/12,157211,39586,41351,141756,38621,43786
(주)고영테크놀러지,098460,2022/12,176663,39284,44259,149153,35505,39640
(주)골드앤에스,035290,2009/12,,,,13222,423,1041
(주)골드앤에스,035290,2010/12,14636,-8961,-8206,14146,-8867,-8192
(주)골드앤에스,035290,2011/12,14978,1002,1295,14502,1101,1392
(주)골드앤에스,035290,2012/12,12877,-6467,-2331,12414,-6036,-2363
(주)골드앤에스,035290,2013/12,11421,-16837,-6493,10225,-16378,-4982
(주)골드앤에스,035290,2014/12,7833,-9319,-3080,7722,-8059,-2319
(주)골드앤에스,035290,2015/12,6998,-9503,1144,6656,-9396,1062
(주)골드앤에스,035290,2016/12,6546,390,402,6257,388,390
(주)골드앤에스,035290,2017/12,4799,-7976,-3694,4581,-8063,-3690
(주)골드앤에스,035290,2018/12,4275,-4380,-4667,4332,-4046,-4559
(주)골드앤에스,035290,2019/12,1350,-24883,-7142,1350,-24883,-7142
(주)골드앤에스,035290,2020/12,3096,1636,-2343,3096,1636,-2343
(주)골드앤에스,035290,2021/12,4652,771,1356,4652,771,1356
(주)골드앤에스,035290,2022/12,4362,-6254,-1144,4362,-6254,-1144
(주)골드카운티,058900,2009/12,-418,-14359,-3397,-418,-14359,-3392
(주)골드퍼시픽,038530,2009/12,,,,2218,155,-797
(주)골드퍼시픽,038530,2010/12,,,,3006,348,519
(주)골드퍼시픽,038530,2011/12,,,,4600,990,1726
(주)골드퍼시픽,038530,2012/12,,,,3156,255,727
(주)골드퍼시픽,038530,2013/12,-1075,-9381,-6138,-1134,-8456,-5585
(주)골드퍼시픽,038530,2014/12,-1471,-7390,-5819,-3240,-7307,-5975
(주)골드퍼시픽,038530,2015/12,-1045,-10216,-8243,-2256,-12526,-8198
(주)골드퍼시픽,038530,2016/12,,,,1472,-23433,-8525
(주)골드퍼시픽,038530,2017/12,,,,3043,-965,938
(주)골드퍼시픽,038530,2018/12,4299,-4472,-904,4172,-4380,-506
(주)골드퍼시픽,038530,2019/12,,,,3294,-31604,-3421
(주)골드퍼시픽,038530,2020/12,,,,5460,-1498,685
(주)골드퍼시픽,038530,2021/12,,,,1939,-19466,-4780
(주)골드퍼시픽,038530,2022/12,5019,-7665,-153,5022,-7665,133
(주)골프존,215000,2015/12,120937,36533,49582,123457,33263,47628
(주)골프존,215000,2016/12,129536,36536,45442,121273,35913,43961
(주)골프존,215000,2017/12,131069,79392,37458,110151,75544,33529
(주)골프존,215000,2018/12,121124,20419,28160,114386,21663,29086
(주)골프존,215000,2019/12,153159,16214,32297,142588,19705,36199
(주)골프존,215000,2020/12,186648,37497,51573,166769,36329,51583
(주)골프존,215000,2021/12,285336,76442,107672,252310,74185,105539
(주)골프존,215000,2022/12,363671,111558,148679,314262,113019,149970
(주)골프존뉴딘홀딩스,121440,2009/12,,,,78067,53667,52124
(주)골프존뉴딘홀딩스,121440,2010/12,109088,68158,65734,102611,65774,62513
(주)골프존뉴딘홀딩스,121440,2011/12,115430,46487,54442,107978,47592,54712
(주)골프존뉴딘홀딩스,121440,2012/12,158005,73355,69003,156612,72099,73882
(주)골프존뉴딘홀딩스,121440,2013/12,178145,2803,80489,186942,4493,84448
(주)골프존뉴딘홀딩스,121440,2014/12,210226,79234,102394,215885,63571,101367
(주)골프존뉴딘홀딩스,121440,2015/12,55455,871101,-9350,21675,890007,-13804
(주)골프존뉴딘홀딩스,121440,2016/12,117074,2876,37006,27140,-20256,-5563
(주)골프존뉴딘홀딩스,121440,2017/12,100778,-21585,18423,22818,-21779,-6824
(주)골프존뉴딘홀딩스,121440,2018/12,93834,-7527,1114,15470,-7654,-11006
(주)골프존뉴딘홀딩스,121440,2019/12,88326,-34848,-3625,1536,-30342,-17956
(주)골프존뉴딘홀딩스,121440,2020/12,116158,28482,30000,53372,27194,36116
(주)골프존뉴딘홀딩스,121440,2021/12,175690,135857,73193,78008,134031,59855
(주)골프존뉴딘홀딩스,121440,2022/12,205078,88010,94446,97674,88462,79022
(주)공구우먼,366030,2017/12,,,,,,
(주)공구우먼,366030,2018/12,,,,,,
(주)공구우먼,366030,2019/12,,,,,,
(주)공구우먼,366030,2020/12,,,,13598,4346,5379
(주)공구우먼,366030,2021/12,,,,21296,8764,10327
(주)공구우먼,366030,2022/12,,,,26480,11328,12662
(주)광림,014200,2009/12,,,,9456,-680,362
(주)광림,014200,2010/12,,,,15729,2169,3478
(주)광림,014200,2011/12,,,,17218,2583,5264
(주)광림,014200,2012/12,,,,10808,586,1322
(주)광림,014200,2013/12,,,,13992,1631,3311
(주)광림,014200,2014/12,55995,-238,2185,13472,1138,1911
(주)광림,014200,2015/12,,,,58984,9224,1327
(주)광림,014200,2016/12,12301,-1897,172,12301,437,172
(주)광림,014200,2017/12,4031,-23602,-12370,15291,86196,2304
(주)광림,014200,2018/12,14059,-28446,-1044,12987,-58294,2203
(주)광림,014200,2019/12,10900,-14007,-10983,14626,-68291,3819
(주)광림,014200,2020/12,24106,-23824,8845,17867,-10061,8225
(주)광림,014200,2021/12,29534,-23012,11278,25409,-9719,14147
(주)광림,014200,2022/12,40833,-26781,22030,31220,-78527,19429
(주)광무,029480,2009/12,,,,21625,1895,5034
(주)광무,029480,2010/12,18767,-14978,3131,18312,-1612,3017
(주)광무,029480,2011/12,9504,-50127,-13536,9940,-51537,-11401
(주)광무,029480,2012/12,7421,-10689,-5777,7187,-15113,-5615
(주)광무,029480,2013/12,-2087,-28721,-13905,-116,-33154,-6899
(주)광무,029480,2014/12,,,,6877,-860,1422
(주)광무,029480,2015/12,,,,3996,-2728,-620
(주)광무,029480,2016/12,,,,4678,96,1294
(주)광무,029480,2017/12,,,,4038,-3353,200
(주)광무,029480,2018/12,5305,-5121,-1335,3589,-4875,-672
(주)광무,029480,2019/12,14613,-6421,-3013,4370,-6275,-2260
(주)광무,029480,2020/12,2790,-19326,-3573,2777,-19142,-3069
(주)광무,029480,2021/12,3367,-758,-725,3338,-880,-352
(주)광무,029480,2022/12,7421,-7366,2376,7341,-7441,2952
(주)구스앤홈,329050,2017/12,,,,,,
(주)구스앤홈,329050,2018/12,,,,,,
(주)구스앤홈,329050,2019/12,,,,,,
(주)구스앤홈,329050,2020/12,,,,,,
(주)구영테크,053270,2009/12,19225,470,6733,10572,574,4910
(주)구영테크,053270,2010/12,20893,2295,7840,13243,3918,6941
(주)구영테크,053270,2011/12,18102,-648,5159,11623,986,5190
(주)구영테크,053270,2012/12,21523,1633,7488,11997,1250,4839
(주)구영테크,053270,2013/12,22262,2180,7492,13168,1137,4463
(주)구영테크,053270,2014/12,22471,2237,5438,13317,1327,2782
(주)구영테크,053270,2015/12,25444,4159,6145,14341,3196,3530
(주)구영테크,053270,2016/12,22520,2542,4338,13927,3920,4114
(주)구영테크,053270,2017/12,22734,1357,5691,12562,1239,3025
(주)구영테크,053270,2018/12,22260,5921,5379,12255,3912,1639
(주)구영테크,053270,2019/12,22186,3387,5239,13359,1558,2514
(주)구영테크,053270,2020/12,18550,727,2939,12849,902,2377
(주)구영테크,053270,2021/12,21337,3129,3995,15799,2853,3117
(주)구영테크,053270,2022/12,29959,3976,7696,19623,2971,4307
(주)국보디자인,066620,2009/12,19771,5073,10207,16410,5073,8648
(주)국보디자인,066620,2010/12,18668,5512,7074,12426,3986,4252
(주)국보디자인,066620,2011/12,20544,6056,8573,18726,6608,8489
(주)국보디자인,066620,2012/12,19131,8281,10501,18936,8632,10776
(주)국보디자인,066620,2013/12,21990,10936,11768,19822,9418,10440
(주)국보디자인,066620,2014/12,26287,10942,13346,21842,7901,9851
(주)국보디자인,066620,2015/12,25570,10768,12789,18563,6948,6840
(주)국보디자인,066620,2016/12,24824,10738,10516,25822,11905,13350
(주)국보디자인,066620,2017/12,45968,13341,23216,43280,14150,23991
(주)국보디자인,066620,2018/12,37551,13873,16463,33435,14099,16747
(주)국보디자인,066620,2019/12,32242,15943,11557,25939,9509,10506
(주)국보디자인,066620,2020/12,45726,20100,25743,37445,16488,21478
(주)국보디자인,066620,2021/12,48624,19542,25746,41184,17110,22375
(주)국보디자인,066620,2022/12,51251,20868,28765,44973,19277,26132
(주)국순당,043650,2009/12,34252,7916,4399,27224,7915,4346
(주)국순당,043650,2010/12,59205,15461,14518,54517,16008,15496
(주)국순당,043650,2011/12,54632,5264,5344,53229,5641,5669
(주)국순당,043650,2012/12,53207,6186,5651,51540,5123,6794
(주)국순당,043650,2013/12,42000,5743,1441,40554,2347,1188
(주)국순당,043650,2014/12,36175,3463,1082,34957,1998,882
(주)국순당,043650,2015/12,27426,-3529,-8198,26315,-4855,-8306
(주)국순당,043650,2016/12,27675,-2761,-6488,27427,-2213,-5457
(주)국순당,043650,2017/12,23774,9688,-4263,23149,9847,-3585
(주)국순당,043650,2018/12,22746,-2977,-2994,20533,15171,-2752
(주)국순당,043650,2019/12,28431,-8270,-5967,17208,572,-5441
(주)국순당,043650,2020/12,23938,18662,4582,22566,15418,5089
(주)국순당,043650,2021/12,31380,21549,8467,29213,16884,8342
(주)국순당,043650,2022/12,36075,-4569,9145,34063,1889,8859
(주)국영지앤엠,006050,2009/12,,,,1512,207,-329
(주)국영지앤엠,006050,2010/12,,,,3686,7934,9812
(주)국영지앤엠,006050,2011/12,,,,-315,-1753,-2948
(주)국영지앤엠,006050,2012/12,,,,495,4832,-1491
(주)국영지앤엠,006050,2013/12,,,,2761,953,1333
(주)국영지앤엠,006050,2014/12,,,,3006,396,1587
(주)국영지앤엠,006050,2015/12,,,,493,-534,-1039
(주)국영지앤엠,006050,2016/12,,,,1862,386,249
(주)국영지앤엠,006050,2017/12,,,,3164,1432,1410
(주)국영지앤엠,006050,2018/12,,,,957,-355,-920
(주)국영지앤엠,006050,2019/12,,,,3292,1090,991
(주)국영지앤엠,006050,2020/12,,,,228,-1305,-2061
(주)국영지앤엠,006050,2021/12,,,,-4392,-4860,-6740
(주)국영지앤엠,006050,2022/12,,,,5165,1858,2121
(주)국전약품,307750,2018/12,,,,,,
(주)국전약품,307750,2019/12,,,,,,
(주)국전약품,307750,2020/12,,,,14518,-3317,5790
(주)국전약품,307750,2021/12,,,,17946,4038,6135
(주)국전약품,307750,2022/12,19515,8877,3509,19525,8681,3588
(주)그래디언트,035080,2009/12,132139,275128,-20401,8502,275196,-19774
(주)그래디언트,035080,2010/12,155802,-7380,-15191,8653,4162,-3295
(주)그래디언트,035080,2011/12,146207,-12292,-17907,9501,-4906,-7828
(주)그래디언트,035080,2012/12,155163,12756,14021,11151,15794,-708
(주)그래디언트,035080,2013/12,306625,23781,47743,7940,-9665,309
(주)그래디언트,035080,2014/12,306132,31456,51010,7754,626,161
(주)그래디언트,035080,2015/12,387658,42995,65149,12871,13113,5842
(주)그래디언트,035080,2016/12,422802,-39011,49505,16517,-40599,10734
(주)그래디언트,035080,2017/12,385690,-63635,29816,12485,-54754,6033
(주)그래디언트,035080,2018/12,355166,-4195,19964,12238,4405,5963
(주)그래디언트,035080,2019/12,378932,6507,45164,8720,4125,3788
(주)그래디언트,035080,2020/12,267472,-25808,-11151,82190,806,-1869
(주)그래디언트,035080,2021/12,131174,-4593,2488,15158,-17403,10435
(주)그래디언트,035080,2022/12,155141,338864,14581,8766,245283,-533
(주)그리티,204020,2009/12,,,,,,
(주)그리티,204020,2010/12,,,,,,
(주)그리티,204020,2011/12,,,,,,
(주)그리티,204020,2012/12,,,,,,
(주)그리티,204020,2013/12,,,,,,
(주)그리티,204020,2014/12,60927,7133,10909,61296,6541,9788
(주)그리티,204020,2015/12,60062,5889,7184,60595,5345,6394
(주)그리티,204020,2016/12,61718,3293,4665,62203,4858,5806
(주)그리티,204020,2017/12,74928,7716,10144,75029,7757,9616
(주)그리티,204020,2018/12,70255,4811,8045,70603,6019,9290
(주)그리티,204020,2019/12,66672,1563,2914,66557,2627,4419
(주)그리티,204020,2020/12,65194,837,2148,63314,1540,2592
(주)그리티,204020,2021/12,56152,-7051,-7556,51835,-10471,-6805
(주)그리티,204020,2022/12,83619,1839,2874,79871,1026,1880
(주)그린플러스,186230,2009/12,,,,,,
(주)그린플러스,186230,2010/12,,,,,,
(주)그린플러스,186230,2011/12,,,,,,
(주)그린플러스,186230,2012/12,,,,,,
(주)그린플러스,186230,2013/12,,,,,,
(주)그린플러스,186230,2014/12,,,,,,
(주)그린플러스,186230,2015/12,,,,,,
(주)그린플러스,186230,2016/12,,,,,,
(주)그린플러스,186230,2017/12,,,,,,
(주)그린플러스,186230,2018/12,8539,2270,5107,7350,2213,4122
(주)그린플러스,186230,2019/12,9452,2533,5077,7471,2436,3431
(주)그린플러스,186230,2020/12,10830,-2139,5936,9668,-1930,5420
(주)그린플러스,186230,2021/12,10667,-4744,5096,10736,-4044,5718
(주)그린플러스,186230,2022/12,9888,-3517,3597,10598,-2978,5195
(주)극동자동화,272420,2014/12,,,,,,
(주)극동자동화,272420,2015/12,,,,,,
(주)극동자동화,272420,2016/12,,,,,,
(주)극동자동화,272420,2017/12,,,,,,
(주)글로벌스탠다드테크놀로지,083450,2009/12,,,,6149,1609,626
(주)글로벌스탠다드테크놀로지,083450,2010/12,18498,6767,8093,16477,6070,6942
(주)글로벌스탠다드테크놀로지,083450,2011/12,15599,3522,4243,13102,2302,2897
(주)글로벌스탠다드테크놀로지,083450,2012/12,24825,7004,8121,20828,5404,6165
(주)글로벌스탠다드테크놀로지,083450,2013/12,26255,5926,7530,22507,5076,6149
(주)글로벌스탠다드테크놀로지,083450,2014/12,28665,7881,8599,23732,6152,6371
(주)글로벌스탠다드테크놀로지,083450,2015/12,30479,5704,6012,25272,3910,3685
(주)글로벌스탠다드테크놀로지,083450,2016/12,33344,4644,4878,27087,3758,2388
(주)글로벌스탠다드테크놀로지,083450,2017/12,56067,15756,22261,47792,13135,19127
(주)글로벌스탠다드테크놀로지,083450,2018/12,43496,10303,10406,35710,7748,7914
(주)글로벌스탠다드테크놀로지,083450,2019/12,66344,17968,21908,56866,17027,22054
(주)글로벌스탠다드테크놀로지,083450,2020/12,61204,15491,18150,53700,11352,17111
(주)글로벌스탠다드테크놀로지,083450,2021/12,113864,38970,46407,101434,32057,39016
(주)글로벌스탠다드테크놀로지,083450,2022/12,119889,47602,56941,107447,44114,51960
(주)금빛,045890,2009/12,34127,-3285,-2643,30641,-3390,-3157
(주)금빛,045890,2010/12,13922,-15470,-11186,23098,-17865,-12641
(주)금빛,045890,2011/12,-6287,-32606,-28093,459,-27199,-23453
(주)금빛,045890,2012/12,19934,-6354,-4298,20501,3054,4427
(주)금빛,045890,2013/12,25631,2893,5386,19989,59,3010
(주)금빛,045890,2014/12,25466,1631,5727,22087,-2004,5409
(주)금빛,045890,2015/12,24962,3066,4267,20125,3410,4333
(주)금빛,045890,2016/12,23377,2645,4166,17531,2646,3138
(주)금빛,045890,2017/12,18846,-5396,59,14119,-1938,-2982
(주)금빛,045890,2018/12,2788,-6645,-16869,2672,-7248,-18191
(주)금빛,045890,2019/12,8837,-36824,-16109,7582,-38889,-16663
(주)금빛,045890,2020/12,2685,-17792,-18854,4202,-14094,-16412
(주)금오하이텍,165270,2009/12,,,,,,
(주)금오하이텍,165270,2010/12,,,,,,
(주)금오하이텍,165270,2011/12,,,,,,
(주)금오하이텍,165270,2012/12,,,,,,
(주)금오하이텍,165270,2013/12,,,,,,
(주)금오하이텍,165270,2014/12,,,,,,
(주)금오하이텍,165270,2015/12,,,,,,
(주)금오하이텍,165270,2016/12,,,,,,
(주)금화피에스시,036190,2009/12,,,,14367,9664,10815
(주)금화피에스시,036190,2010/12,,,,17780,12315,14381
(주)금화피에스시,036190,2011/12,,,,20416,15183,16449
(주)금화피에스시,036190,2012/12,,,,25978,18486,20453
(주)금화피에스시,036190,2013/12,35286,22786,27104,32426,21184,25744
(주)금화피에스시,036190,2014/12,33886,21398,23449,29685,20636,23012
(주)금화피에스시,036190,2015/12,39656,22677,27683,33632,21705,26233
(주)금화피에스시,036190,2016/12,40305,23918,29816,35655,22054,28241
(주)금화피에스시,036190,2017/12,42706,20154,33864,39501,20754,33131
(주)금화피에스시,036190,2018/12,51229,39650,41385,47044,38175,39495
(주)금화피에스시,036190,2019/12,43642,27677,34327,37581,25283,30433
(주)금화피에스시,036190,2020/12,37848,29941,26994,32768,21658,24210
(주)금화피에스시,036190,2021/12,37350,23130,25617,30184,22302,21172
(주)금화피에스시,036190,2022/12,40787,27778,27900,32933,27415,23070
(주)기가레인,049080,2009/12,,,,,,
(주)기가레인,049080,2010/12,,,,,,
(주)기가레인,049080,2013/12,20208,10828,12949,18844,11073,12815
(주)기가레인,049080,2014/12,17777,7764,9102,18189,9065,10513
(주)기가레인,049080,2015/12,-10693,-13369,-18853,-11446,-14035,-18746
(주)기가레인,049080,2016/12,947,-10347,-9108,-2105,-10794,-9648
(주)기가레인,049080,2017/12,17415,-921,5232,14724,-402,4705
(주)기가레인,049080,2018/12,18729,-21636,-2497,17335,-23732,-1892
(주)기가레인,049080,2019/12,-12686,-46060,-29599,-12826,-44243,-26727
(주)기가레인,049080,2020/12,-2041,-25803,-14446,-1614,-25138,-13301
(주)기가레인,049080,2021/12,15944,3647,4099,13892,4258,2798
(주)기가레인,049080,2022/12,4175,-8318,-7101,2978,-6729,-6192
(주)기산텔레콤,035460,2009/12,10000,-6688,-3011,9497,-5878,-1213
(주)기산텔레콤,035460,2010/12,21217,2751,5256,15547,1757,3948
(주)기산텔레콤,035460,2011/12,7141,-12092,-10360,4330,-8845,-7302
(주)기산텔레콤,035460,2012/12,13284,-1882,1715,11686,1433,3867
(주)기산텔레콤,035460,2013/12,17215,3929,5120,10359,2049,2084
(주)기산텔레콤,035460,2014/12,15256,2745,1747,9467,656,234
(주)기산텔레콤,035460,2015/12,13505,1702,1595,8390,565,151
(주)기산텔레콤,035460,2016/12,9754,-2640,-2914,5270,-1734,-1972
(주)기산텔레콤,035460,2017/12,9097,-5539,-3231,6108,-2085,-849
(주)기산텔레콤,035460,2018/12,9144,-3328,-2927,3837,-5791,-2790
(주)기산텔레콤,035460,2019/12,14386,3498,3996,7730,2205,2566
(주)기산텔레콤,035460,2020/12,10303,338,423,4554,-1507,-1164
(주)기산텔레콤,035460,2021/12,8992,-679,-993,2596,-2535,-3302
(주)기산텔레콤,035460,2022/12,13983,3642,4616,5819,1096,1152
(주)까스텔바작,308100,2016/12,23499,-1637,5129,23421,-1398,5141
(주)까스텔바작,308100,2017/12,56643,6356,12021,55809,6408,11793
(주)까스텔바작,308100,2018/12,58317,11215,14574,58083,11322,14727
(주)까스텔바작,308100,2019/12,50120,6870,9019,49867,7090,9287
(주)까스텔바작,308100,2020/12,40996,4796,7535,40876,2652,7967
(주)까스텔바작,308100,2021/12,35469,-6731,-4335,33913,-4596,-2962
(주)까스텔바작,308100,2022/12,29564,-9264,-9376,28502,-6020,-6141
(주)꿈비,407400,2021/12,8244,1731,2327,8243,1808,2398
(주)꿈비,407400,2022/12,8990,1319,1133,8914,1318,1140
(주)나노,187790,2014/12,,,,,,
(주)나노,187790,2015/12,18,-8991,-8472,-2669,-10307,-7239
(주)나노,187790,2016/12,-1862,-24389,-14162,-3188,-18009,-9411
(주)나노,187790,2017/12,10368,89,1662,5347,-2830,1526
(주)나노,187790,2018/12,10935,-467,2193,5043,-5617,783
(주)나노,187790,2019/12,7210,-299,-870,5019,476,1382
(주)나노,187790,2020/12,5999,-10436,-1733,5497,-4657,361
(주)나노,187790,2021/12,8071,-15264,877,6751,-16407,2520
(주)나노,187790,2022/12,6455,-12275,-3549,6751,-8616,378
(주)나노브릭,286750,2015/12,,,,,,
(주)나노브릭,286750,2016/12,,,,,,
(주)나노브릭,286750,2017/12,455,-3771,-2002,398,-4415,-1961
(주)나노브릭,286750,2018/12,1479,859,-1292,1479,1184,-1291
(주)나노브릭,286750,2019/12,1901,-781,-1513,1901,-763,-1513
(주)나노브릭,286750,2020/12,,,,3416,-92,67
(주)나노브릭,286750,2021/12,,,,2649,-2824,-1635
(주)나노브릭,286750,2022/12,2265,-2399,-3594,2265,-2609,-3582
(주)나노신소재,121600,2009/12,,,,9357,4649,5167
(주)나노신소재,121600,2010/12,13921,6995,8815,13921,6995,8815
(주)나노신소재,121600,2011/12,14675,4688,4490,14688,4708,4511
(주)나노신소재,121600,2012/12,7215,-1447,-700,7232,-1347,-599
(주)나노신소재,121600,2013/12,9720,1167,1397,9666,1130,1360
(주)나노신소재,121600,2014/12,12368,3794,3699,12368,3733,3639
(주)나노신소재,121600,2015/12,19808,7656,9097,19808,7724,9164
(주)나노신소재,121600,2016/12,17846,5940,6295,17846,5955,6310
(주)나노신소재,121600,2017/12,20699,6828,8531,20699,6796,8507
(주)나노신소재,121600,2018/12,22547,7672,8750,22547,7578,8660
(주)나노신소재,121600,2019/12,19318,5801,5144,19318,5849,5191
