회사명,거래소코드,회계년도,기업가치(EV)(IFRS),EBITDA(IFRS),EBITDA/매출액(IFRS),EV/EBITDA(IFRS),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결),투자활동으로 인한 현금흐름(*)(요약)(IFRS연결),재무활동으로 인한 현금흐름(*)(요약)(IFRS연결),현금및현금성자산의 증가(요약)(IFRS연결)
(주)광림,014200,2017/12,218875.01,3203.39,3.22,68.33,5.06,1.71,2.48,0.84,50.35,17,4.39,1.48,-15250,-7625,25745,2612
(주)광림,014200,2018/12,154399.91,3163.08,4.19,48.81,0,0,1.99,0.95,191.83,91.07,3.18,1.51,-13295,-8169,6218,-15256
(주)광림,014200,2019/12,183242.07,5049.89,5.42,36.29,0,0,3.52,1.69,331.35,159.08,2.27,1.09,-12236,-47637,61312,1468
(주)광림,014200,2020/12,117577.41,9415.81,9.03,12.49,0,0,0.86,0.47,6.73,3.66,1.22,0.66,25093,11442,-17881,18113
(주)광림,014200,2021/12,142778.63,15556.47,11.36,9.18,0,0,1.33,0.4,49.88,15.13,1.97,0.6,9904,-20408,46726,37321
(주)광무,029480,2011/12,130787.62,-8763.04,-17.4,0,0,0,8.08,1.97,39.35,9.61,7.72,1.89,8461,-26234,14067,-3706
(주)광무,029480,2012/12,38596.92,-2863.76,-7.09,0,0,0,4.05,0.41,0,0,3.57,0.37,-5809,4071,-4749,-5513
(주)광무,029480,2013/12,44216.02,-4746.48,-46.97,0,0,0,5.8,0.3,0,0,6.39,0.33,-971,-4580,5455,-97
(주)광무,029480,2014/12,23979.7,2864.66,7.46,8.37,0,0,6.06,1.27,32.9,6.9,1.31,0.27,,,,
(주)광무,029480,2015/12,55282.68,193.82,1.1,285.23,0,0,9.75,2.17,0,0,4.19,0.94,,,,
(주)광무,029480,2016/12,44179.39,1883.36,7.13,23.46,1040.32,325.54,12.56,3.93,643.99,201.52,3.76,1.18,,,,
(주)광무,029480,2017/12,29558.01,754.74,3.5,39.16,0,0,3.41,1.23,185.15,66.84,2.13,0.77,,,,
(주)광무,029480,2018/12,23205.13,-179.42,-0.87,0,0,0,4.86,1.31,0,0,2.26,0.61,-1325,-320,2894,1250
(주)광무,029480,2019/12,57714.27,-1271.89,-5.04,0,0,0,2.85,0.8,0,0,2.46,0.69,-2436,-17176,34561,14963
(주)광무,029480,2020/12,45011.15,-2247.22,-8.99,0,0,0,4.94,0.94,0,0,4.71,0.9,-1313,2101,-9990,-9202
(주)광무,029480,2021/12,134151.46,301.73,1.66,444.61,0,0,3.03,0.73,0,0,8.41,2.03,-1067,6926,62666,68526
(주)구스앤홈,329050,2017/12,,,,,,,,,,,,,,,,
(주)구스앤홈,329050,2018/12,,,,,,,,,,,,,,,,
(주)구스앤홈,329050,2019/12,,,,,,,,,,,,,,,,
(주)구스앤홈,329050,2020/12,,,,,,,,,,,,,,,,
(주)구영테크,053270,2011/12,67774.49,8185.03,13.09,8.28,25.96,14.42,0.93,0.51,85.57,47.52,0.41,0.23,1574,-9335,6137,-1736
(주)구영테크,053270,2012/12,78302.12,7776.82,11.88,10.07,22.17,12.86,0.96,0.56,8.15,4.73,0.42,0.25,11791,-19332,11107,3343
(주)구영테크,053270,2013/12,65516.4,7735.16,10.14,8.47,19.84,14.64,0.74,0.55,3.67,2.71,0.3,0.22,11048,2200,-14349,-1087
(주)구영테크,053270,2014/12,65445.21,5974.42,7.68,10.95,40.96,18.13,1.3,0.58,0,0,0.7,0.31,3399,-7627,3862,-280
(주)구영테크,053270,2015/12,77600.92,6627.57,7.61,11.71,18.27,8.17,1.4,0.62,6.23,2.79,0.67,0.3,17309,-9702,-2938,4856
(주)구영테크,053270,2016/12,80961.85,7018.18,9.32,11.54,13.33,7.98,1.14,0.68,4.22,2.53,0.69,0.42,19282,-16813,-2912,-263
(주)구영테크,053270,2017/12,94473.07,5928.99,7.98,15.93,40.49,30.35,1.1,0.82,15.03,11.26,0.68,0.51,5515,-23240,22759,4438
(주)구영테크,053270,2018/12,102152.96,5764.8,7.04,17.72,16.29,5.95,1.12,0.41,0,0,0.78,0.28,3263,-19303,7722,-8304
(주)구영테크,053270,2019/12,106241.08,7837.1,8.41,13.56,38.2,21.34,1.03,0.58,6.1,3.41,0.64,0.36,7656,-6495,573,1625
(주)구영테크,053270,2020/12,104123.22,8778.27,10.35,11.86,65.71,25.85,1.03,0.4,7.39,2.91,0.7,0.27,18178,-14700,-504,2631
(주)구영테크,053270,2021/12,146497.93,10147.62,9.98,14.44,54.22,14.99,2.54,0.7,17.43,4.82,1.52,0.42,17241,-19253,3866,2077
(주)국보디자인,066620,2011/12,33330.38,8619.53,7,3.87,11.29,3.75,1.64,0.54,4.36,1.45,0.61,0.2,15462,-9687,-2534,3541
(주)국보디자인,066620,2012/12,37904.62,10886.91,9.19,3.48,10.86,4.17,1.69,0.65,5.92,2.27,0.79,0.3,15201,-7895,1210,7978
(주)국보디자인,066620,2013/12,71789.57,10566.05,6.9,6.79,10.15,5.3,1.55,0.81,5.31,2.77,0.62,0.33,20298,-24803,1871,-2687
(주)국보디자인,066620,2014/12,94143.51,10007.53,6.32,9.41,21.17,9.44,2.5,1.11,11.63,5.18,1.06,0.47,13116,-10642,-5096,-2420
(주)국보디자인,066620,2015/12,138703.03,7013.95,4.45,19.78,28.98,13.44,2.8,1.3,36,16.69,1.28,0.59,12342,-9937,6,2329
(주)국보디자인,066620,2016/12,117780.01,13511.48,7.05,8.72,15.62,9.04,2.42,1.4,11.48,6.64,0.97,0.56,12706,-3570,-7555,2136
(주)국보디자인,066620,2017/12,111584.37,24242.46,9.23,4.6,15.34,7.87,2.39,1.23,10.87,5.58,0.83,0.42,17688,-1877,-1826,13933
(주)국보디자인,066620,2018/12,85861.65,17047.87,7.38,5.04,12.42,5.85,1.75,0.82,880.81,414.94,0.76,0.36,2672,-8679,-4487,-10390
(주)국보디자인,066620,2019/12,119888.51,11023.51,4.65,10.88,14.43,9.86,1.26,0.86,23.68,16.17,0.58,0.4,5879,-3574,-2910,-809
