회사명,거래소코드,회계년도,총자본회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결)
(주)CMG제약,058820,2011/12,0.66,0.97,2.01,11.95,1.25,1.55,6.42,2.45,1.77,0.86
(주)CMG제약,058820,2012/12,0.39,0.66,0.93,7.83,0.52,0.57,5.71,1.85,1.71,0.42
(주)CMG제약,058820,2013/12,0.36,0.51,1.26,6.2,0.48,0.52,5.39,2.07,2.03,0.42
(주)CMG제약,058820,2014/12,0.4,0.46,2.85,5.27,0.68,0.8,4.77,1.86,1.54,0.56
(주)CMG제약,058820,2015/12,0.47,0.56,2.88,5.66,0.99,1.22,5.22,2.1,1.48,0.75
(주)CMG제약,058820,2016/12,0.39,0.45,3.36,6.26,0.63,0.71,5.56,2.66,1.9,0.54
(주)CMG제약,058820,2017/12,0.38,0.42,3.86,6.55,0.52,0.57,5.81,3.01,2.51,0.46
(주)CMG제약,058820,2018/12,0.45,0.49,4.53,8.93,0.61,0.68,6.05,3.08,2.98,0.55
(주)CMG제약,058820,2019/12,0.38,0.41,5.21,13.81,0.51,0.55,6.65,3.12,2.83,0.47
(주)CMG제약,058820,2020/12,,,,,,,,,,
(주)CMG제약,058820,2021/12,,,,,,,,,,
(주)CMG제약,058820,2022/12,,,,,,,,,,
(주)ES큐브,050120,2011/12,0.96,1.36,3.29,19.72,1.57,1.86,10.05,4.27,12.37,1.09
(주)ES큐브,050120,2012/12,1.21,1.4,8.72,36.32,2.46,3.13,11.55,12.19,17.59,2.03
(주)ES큐브,050120,2013/12,1.25,1.43,10.48,47.35,1.92,2.35,10.55,15.18,21.87,1.69
(주)ES큐브,050120,2014/12,0.86,0.97,7.57,41.31,1.05,1.23,7.2,13.48,19.86,0.94
(주)ES큐브,050120,2015/12,0.75,0.85,6.51,35.54,0.96,1.13,6.55,14.27,19.76,0.85
(주)ES큐브,050120,2016/12,0.43,0.57,1.74,31.4,0.74,0.88,4.82,13.3,7.59,0.68
(주)ES큐브,050120,2017/12,0.34,0.49,1.07,31.59,0.7,0.83,4.53,13.8,3.83,0.66
(주)ES큐브,050120,2018/12,0.31,0.47,0.9,31.55,0.7,0.86,3.84,11.85,2.52,0.49
(주)ES큐브,050120,2019/12,0.15,0.6,0.2,45.77,0.22,0.23,5.18,0.42,2.69,0.13
(주)ES큐브,050120,2020/12,0.14,1.12,0.16,35.38,0.24,0.24,9.46,0.39,3.46,0.11
(주)ES큐브,050120,2021/12,0.14,1.36,0.16,30.71,0.47,0.49,11.03,1.16,4.02,0.23
(주)ES큐브,050120,2022/12,0.12,0.66,0.15,14.68,0.59,0.68,4.79,12.13,3.64,0.53
(주)가비아,079940,2011/12,0.9,1.23,3.3,111.27,2.03,2.03,2306.01,12.66,2.51,1.41
(주)가비아,079940,2012/12,0.92,1.28,3.24,46.71,2.27,2.28,525.34,12.67,2.3,1.54
(주)가비아,079940,2013/12,0.8,1.11,2.89,32.25,2.04,2.05,413.22,11.61,1.89,1.42
(주)가비아,079940,2014/12,0.85,1.12,3.52,34.03,2.03,2.03,1718.42,27.05,2.17,1.45
(주)가비아,079940,2015/12,0.9,1.15,4.16,37.46,1.95,1.95,0,25.06,2.48,1.48
(주)가비아,079940,2016/12,0.89,1.14,4.02,28.87,1.82,1.84,149.85,10.12,2.55,1.4
(주)가비아,079940,2017/12,0.9,1.19,3.67,18.74,1.84,1.88,76.48,7.68,2.62,1.32
(주)가비아,079940,2018/12,0.9,1.2,3.64,22.82,1.79,1.83,70.39,7.13,2.72,1.27
(주)가비아,079940,2019/12,0.84,1.19,2.9,35.27,1.8,1.85,64.12,7.19,2.21,1.25
(주)가비아,079940,2020/12,0.74,1.1,2.23,33.48,1.61,1.65,59.27,7.82,1.77,1.11
(주)가비아,079940,2021/12,0.71,1.06,2.16,25.59,1.43,1.5,33.51,8.46,1.8,1.03
(주)가비아,079940,2022/12,0.71,1.07,2.13,19.43,1.33,1.39,27.17,7.78,1.87,0.97
(주)가온칩스,399720,2018/12,,,,,,,,,,
(주)가온칩스,399720,2019/12,,,,,,,,,,
(주)가온칩스,399720,2020/12,,,,,,,,,,
(주)가온칩스,399720,2021/12,,,,,,,,,,
(주)가온칩스,399720,2022/12,0.59,0.8,2.31,23.39,0.79,0.79,0,6.36,4.03,0.62
(주)강스템바이오텍,217730,2013/12,,,,,,,,,,
(주)강스템바이오텍,217730,2014/12,,,,,,,,,,
(주)강스템바이오텍,217730,2015/12,,,,,,,,,,
(주)강스템바이오텍,217730,2016/12,,,,,,,,,,
(주)강스템바이오텍,217730,2017/12,0.19,0.37,0.4,7.37,0.36,0.39,5.29,20.71,0.69,0.29
(주)강스템바이오텍,217730,2018/12,0.15,0.25,0.38,6.06,0.25,0.26,5.03,7.39,0.65,0.18
(주)강스템바이오텍,217730,2019/12,0.06,0.1,0.17,5,0.12,0.12,5.5,5.06,0.26,0.08
(주)강스템바이오텍,217730,2020/12,0.09,0.16,0.23,18.24,0.18,0.18,29.42,18.4,0.29,0.14
(주)강스템바이오텍,217730,2021/12,0.13,0.22,0.35,20.08,0.23,0.23,22.18,13.16,0.39,0.17
(주)강스템바이오텍,217730,2022/12,0.18,0.29,0.46,25.94,0.29,0.3,26.49,11.68,0.53,0.21
(주)강원에너지,114190,2011/11,,,,,,,,,,
(주)강원에너지,114190,2012/12,,,,,,,,,,
(주)강원에너지,114190,2013/12,,,,,,,,,,
(주)강원에너지,114190,2014/12,,,,,,,,,,
(주)강원에너지,114190,2015/12,0.54,0.82,1.6,5.16,0.73,0.75,37.43,2.93,3.6,0.56
(주)강원에너지,114190,2016/12,0.52,0.76,1.66,5.94,0.73,0.73,53.9,1.99,3.06,0.57
(주)강원에너지,114190,2017/12,0.96,1.59,2.45,7.95,1.35,1.35,235.53,2.27,5.44,0.98
(주)강원에너지,114190,2018/12,0.92,1.74,1.94,6.49,1.24,1.25,189.82,1.97,5.7,0.8
(주)강원에너지,114190,2019/12,0.57,1.19,1.08,4.48,0.84,0.85,128.45,1.53,3.38,0.48
(주)강원에너지,114190,2020/12,0.86,2.01,1.49,6.57,1.47,1.48,226.52,3.34,4.49,0.8
(주)강원에너지,114190,2021/12,,,,,,,,,,
(주)강원에너지,114190,2022/12,0.85,2.21,1.37,11.16,1.51,1.57,36.04,5.48,2.25,0.78
(주)고려시멘트,198440,2014/12,,,,,,,,,,
(주)고려시멘트,198440,2015/12,,,,,,,,,,
(주)고려시멘트,198440,2016/12,,,,,,,,,,
(주)고려시멘트,198440,2017/12,,,,,,,,,,
(주)고려시멘트,198440,2018/12,,,,,,,,,,
(주)고려시멘트,198440,2019/12,,,,,,,,,,
(주)고려시멘트,198440,2020/12,,,,,,,,,,
(주)고려시멘트,198440,2021/12,,,,,,,,,,
(주)고려시멘트,198440,2022/12,,,,,,,,,,
(주)고바이오랩,348150,2019/12,,,,,,,,,,
(주)고바이오랩,348150,2020/12,0.08,0.08,1.46,0,0.08,0.08,43.5,1.71,15.62,0.08
(주)고바이오랩,348150,2021/12,0.04,0.04,0.32,0,0.04,0.04,16,2.01,0.96,0.03
(주)고바이오랩,348150,2022/12,0.1,0.12,0.54,0,0.12,0.12,18.81,25.76,0.9,0.11
(주)고영테크놀러지,098460,2011/12,1.09,1.38,5.23,11.81,1.51,1.9,7.34,3.74,6.18,1.21
(주)고영테크놀러지,098460,2012/12,1.13,1.41,5.78,14.19,1.53,1.98,6.73,4.19,7.05,1.26
(주)고영테크놀러지,098460,2013/12,1,1.23,5.26,12.62,1.3,1.67,5.79,3.78,7.37,1.09
(주)고영테크놀러지,098460,2014/12,1.09,1.33,5.89,14.74,1.4,1.74,7.33,4.23,8.21,1.18
(주)고영테크놀러지,098460,2015/12,0.97,1.18,5.48,15.44,1.27,1.51,7.8,3.62,7.36,1.07
(주)고영테크놀러지,098460,2016/12,0.97,1.19,5.27,14.26,1.24,1.44,8.83,3.49,7.89,1.06
(주)고영테크놀러지,098460,2017/12,1.02,1.28,4.98,13.5,1.29,1.48,9.72,3.33,8.27,1.08
(주)고영테크놀러지,098460,2018/12,0.98,1.23,4.91,14.93,1.22,1.42,8.87,3.17,8.15,1.03
(주)고영테크놀러지,098460,2019/12,0.76,0.95,3.86,15.21,0.98,1.15,6.56,2.73,6.31,0.83
(주)고영테크놀러지,098460,2020/12,0.59,0.73,3.03,14.23,0.86,1.04,4.94,2.55,4.91,0.73
(주)고영테크놀러지,098460,2021/12,0.67,0.88,2.81,17.62,0.91,1.08,5.82,3.3,6.23,0.77
(주)고영테크놀러지,098460,2022/12,0.72,0.94,3.16,17.56,0.99,1.17,6.32,3.27,5.85,0.83
(주)골드앤에스,035290,2011/12,1.04,2.16,1.99,53.45,2.31,2.7,16.01,6.78,39.79,1.18
(주)골드앤에스,035290,2012/12,0.89,1.83,1.73,52.9,1.75,1.97,15.93,6.26,43.54,0.95
(주)골드앤에스,035290,2013/12,0.77,2.05,1.22,44.21,1.86,2.16,13.69,6.81,3.22,0.85
(주)골드앤에스,035290,2014/12,0.64,2.48,0.86,30.48,2.03,2.52,10.3,6.26,1.35,0.73
(주)골드앤에스,035290,2015/12,0.63,1.63,1.02,28.1,1.46,1.76,8.42,4.35,1.92,0.7
(주)골드앤에스,035290,2016/12,0.74,1.08,2.38,33.3,1.32,1.61,7.41,3.27,59.4,0.89
(주)골드앤에스,035290,2017/12,0.71,0.93,3.11,54.86,1.31,1.55,8.49,4.12,47.18,0.97
(주)골드앤에스,035290,2018/12,0.29,0.64,0.53,56.24,0.54,0.59,7.39,5.94,1.51,0.28
(주)골드앤에스,035290,2019/12,0.26,0,0.31,75.98,0.61,0.66,8.55,6.44,1.02,0.21
(주)골드앤에스,035290,2020/12,0.23,0,0.3,33.98,0.64,0.68,9.6,5.27,1.13,0.23
(주)골드앤에스,035290,2021/12,0.58,0.91,1.57,89.04,1.24,1.28,37.5,18.87,3.89,0.97
(주)골드앤에스,035290,2022/12,0.42,0.64,1.25,53.5,0.66,0.68,23.82,10.74,4.63,0.53
(주)골드퍼시픽,038530,2011/12,,,,,,,,,,
(주)골드퍼시픽,038530,2012/12,,,,,,,,,,
(주)골드퍼시픽,038530,2013/12,0.21,0.44,0.41,0,0.43,0.7,1.11,1.46,0.73,0.26
(주)골드퍼시픽,038530,2014/12,0.39,1,0.65,0,0.69,1.02,2.15,2.16,1.66,0.39
(주)골드퍼시픽,038530,2015/12,0.53,0.99,1.14,0,0.98,1.29,3.98,2.95,2.98,0.62
(주)골드퍼시픽,038530,2016/12,,,,,,,,,,
(주)골드퍼시픽,038530,2017/12,,,,,,,,,,
(주)골드퍼시픽,038530,2018/12,0.15,0.28,0.32,42.12,0.24,0.26,3.55,5.56,60.31,0.16
(주)골드퍼시픽,038530,2019/12,,,,,,,,,,
(주)골드퍼시픽,038530,2020/12,,,,,,,,,,
(주)골드퍼시픽,038530,2021/12,,,,,,,,,,
(주)골드퍼시픽,038530,2022/12,0.41,0.5,2.15,41.24,0.66,0.69,15.17,12.23,78.49,0.51
(주)골프존,215000,2015/12,,,,,,,,,,
(주)골프존,215000,2016/12,1.15,1.8,3.23,47.61,2.42,2.81,17.14,17.57,2.97,1.48
(주)골프존,215000,2017/12,0.91,1.29,3.04,44.34,1.6,1.78,15.52,13.6,2.77,1.12
(주)골프존,215000,2018/12,0.78,1.03,3.22,45.42,1.3,1.41,16.82,11.28,2.56,0.96
(주)골프존,215000,2019/12,0.87,1.25,2.88,67.35,2.18,2.4,23.11,14.18,2.48,1.44
(주)골프존,215000,2020/12,0.88,1.4,2.35,83.56,2.99,3.35,27.99,17.96,2.56,1.75
(주)골프존,215000,2021/12,1.03,1.7,2.64,75.8,2.44,2.71,24.73,22.14,3.8,1.54
(주)골프존,215000,2022/12,1.15,1.86,3.03,47.59,2.25,2.59,16.92,22.32,5.09,1.48
(주)골프존뉴딘홀딩스,121440,2011/12,0.76,0.84,7.91,46.59,1.03,1.06,49.61,29.65,6.57,0.93
(주)골프존뉴딘홀딩스,121440,2012/12,0.63,0.76,3.66,48.35,1.07,1.11,24.26,28.11,2.31,0.83
(주)골프존뉴딘홀딩스,121440,2013/12,0.62,0.87,2.13,43.35,1.33,1.47,14.54,26.82,1.74,0.82
(주)골프존뉴딘홀딩스,121440,2014/12,0.61,0.94,1.76,46.07,1.88,2.18,13.67,27.89,1.27,1
(주)골프존뉴딘홀딩스,121440,2015/12,0.22,0.32,0.67,24.93,1.2,1.5,6.03,16.09,0.38,0.58
(주)골프존뉴딘홀딩스,121440,2016/12,0.32,0.45,1.08,41.26,2.44,3.44,8.41,50.51,0.61,1.09
(주)골프존뉴딘홀딩스,121440,2017/12,0.28,0.42,0.88,29,1.95,2.94,5.76,40,0.54,0.88
(주)골프존뉴딘홀딩스,121440,2018/12,0.29,0.45,0.82,20.82,2.05,3.55,4.86,25.51,0.58,0.82
(주)골프존뉴딘홀딩스,121440,2019/12,0.3,0.49,0.74,17.97,2.03,3.64,4.59,21.94,0.62,0.88
(주)골프존뉴딘홀딩스,121440,2020/12,0.37,0.64,0.89,22.06,2.07,3.11,6.15,30.33,1.34,1.29
(주)골프존뉴딘홀딩스,121440,2021/12,0.48,0.78,1.26,33.31,2.95,4.55,8.38,33.63,5.44,1.46
(주)골프존뉴딘홀딩스,121440,2022/12,0.5,0.76,1.48,53.9,3.59,6.77,7.65,32.35,6.07,1.59
(주)공구우먼,366030,2017/12,,,,,,,,,,
(주)공구우먼,366030,2018/12,,,,,,,,,,
(주)공구우먼,366030,2019/12,,,,,,,,,,
(주)공구우먼,366030,2020/12,,,,,,,,,,
(주)공구우먼,366030,2021/12,,,,,,,,,,
(주)공구우먼,366030,2022/12,,,,,,,,,,
(주)광림,014200,2011/12,,,,,,,,,,
(주)광림,014200,2012/12,,,,,,,,,,
(주)광림,014200,2013/12,,,,,,,,,,
(주)광림,014200,2014/12,0.95,1.79,2,15.23,1.54,3.17,3.01,6.17,4.08,0.98
(주)광림,014200,2015/12,,,,,,,,,,
(주)광림,014200,2016/12,0.38,0.77,0.75,2.58,0.99,1.42,3.29,4.24,1.23,0.45
(주)광림,014200,2017/12,0.62,1.22,1.25,5.13,1.63,2.29,5.6,8.29,2.09,0.78
(주)광림,014200,2018/12,0.69,1.38,1.38,6.71,1.78,2.57,5.81,7.18,2.33,0.86
(주)광림,014200,2019/12,0.66,1.61,1.12,7.52,1.54,2.13,5.51,6.61,2.44,0.68
(주)광림,014200,2020/12,0.69,1.87,1.1,9.05,1.54,2.02,6.44,10.39,2.6,0.67
(주)광림,014200,2021/12,0.78,1.82,1.38,10.2,1.66,2.17,7,15.03,3.21,0.77
(주)광림,014200,2022/12,0.76,1.44,1.6,12.61,1.54,2.08,5.88,20.56,4,0.83
(주)광무,029480,2011/12,0.68,1.37,1.36,17.87,1.38,1.96,4.65,5.94,2.85,0.73
(주)광무,029480,2012/12,0.74,1.4,1.57,11.93,1.73,2.55,5.41,4,3.3,0.93
(주)광무,029480,2013/12,0.45,1.07,0.78,3.95,1.08,1.62,3.23,3.08,1.75,0.51
(주)광무,029480,2014/12,,,,,,,,,,
(주)광무,029480,2015/12,,,,,,,,,,
(주)광무,029480,2016/12,,,,,,,,,,
(주)광무,029480,2017/12,,,,,,,,,,
(주)광무,029480,2018/12,0.81,2.15,1.3,4.93,1.33,1.38,40.38,3.4,2.74,0.71
(주)광무,029480,2019/12,0.8,2.17,1.26,7.68,1.29,1.31,67.74,5.34,5.9,0.68
(주)광무,029480,2020/12,0.49,1.07,0.92,6.95,0.92,0.93,73.73,4.51,8.38,0.49
(주)광무,029480,2021/12,0.27,0.5,0.56,6.75,0.38,0.38,142.52,3.7,7.54,0.23
(주)광무,029480,2022/12,0.65,1.19,1.44,10.02,0.78,0.79,236.78,2.8,29.81,0.51
(주)구스앤홈,329050,2017/12,,,,,,,,,,
(주)구스앤홈,329050,2018/12,,,,,,,,,,
(주)구스앤홈,329050,2019/12,,,,,,,,,,
(주)구스앤홈,329050,2020/12,,,,,,,,,,
(주)구영테크,053270,2011/12,1.01,4.04,1.35,9,2.63,3.6,9.81,6.64,1.82,0.95
(주)구영테크,053270,2012/12,1,4.25,1.31,9.29,2.49,3.42,9.14,7.06,1.92,0.9
(주)구영테크,053270,2013/12,1.11,4.56,1.47,10.55,2.88,4.14,9.43,8.4,2.08,1.06
(주)구영테크,053270,2014/12,1.12,3.74,1.59,11.3,3.08,4.79,8.61,7.61,2.03,1.22
(주)구영테크,053270,2015/12,1.09,3.17,1.65,11.54,2.97,4.63,8.27,7.54,1.96,1.3
(주)구영테크,053270,2016/12,0.9,2.6,1.39,9.15,2.63,4.04,7.49,7.26,1.58,1.19
(주)구영테크,053270,2017/12,0.85,2.64,1.25,10.06,2.53,3.82,7.51,8.56,1.46,1.12
(주)구영테크,053270,2018/12,1,3.13,1.47,12.81,3.13,5.34,7.55,11.07,1.63,1.39
(주)구영테크,053270,2019/12,1.13,3.29,1.72,11.04,3.53,7.11,7,10.58,1.81,1.56
(주)구영테크,053270,2020/12,0.94,2.79,1.42,7.21,2.77,4.78,6.57,7.99,1.54,1.19
(주)구영테크,053270,2021/12,0.94,2.79,1.41,6.8,2.76,4.32,7.66,8.46,1.49,1.17
(주)구영테크,053270,2022/12,1.18,3.43,1.81,8.04,3.31,5.25,8.93,9.61,1.93,1.41
(주)국보디자인,066620,2011/12,1.65,2.87,3.86,21.1,2.29,2.29,1034.72,6.08,91.26,1.45
(주)국보디자인,066620,2012/12,1.38,2.26,3.54,29.85,1.78,1.78,0,7.07,64.57,1.2
(주)국보디자인,066620,2013/12,1.48,2.66,3.35,18.59,1.85,1.85,0,7.87,73.86,1.21
(주)국보디자인,066620,2014/12,1.36,2.52,2.94,13.78,1.68,1.68,0,7.64,73.65,1.09
(주)국보디자인,066620,2015/12,1.41,2.44,3.34,16.19,1.8,1.8,0,9.72,40.38,1.19
(주)국보디자인,066620,2016/12,1.34,2.37,3.12,14.3,1.71,1.71,0,10.02,27.99,1.13
(주)국보디자인,066620,2017/12,1.68,2.91,3.96,16.51,2.05,2.05,0,13.81,36.13,1.38
(주)국보디자인,066620,2018/12,1.5,2.45,3.87,16.84,1.83,1.83,0,10.55,34.67,1.27
(주)국보디자인,066620,2019/12,1.35,2.32,3.25,14.24,1.6,1.6,0,6.18,34.63,1.09
(주)국보디자인,066620,2020/12,1.17,1.99,2.85,13.48,1.92,1.92,0,6.33,34.43,1.18
(주)국보디자인,066620,2021/12,1.05,1.64,2.92,14.5,2.9,2.9,0,7.71,36.8,1.54
(주)국보디자인,066620,2022/12,1.22,2.03,3.08,13.17,2.48,2.48,5759.49,7.25,39.64,1.42
(주)국순당,043650,2011/12,0.64,0.72,6.07,44.23,1.55,1.93,7.84,11.34,1.51,1.29
(주)국순당,043650,2012/12,0.57,0.62,6.56,48.88,1.36,1.67,7.35,9.81,1.44,1.17
(주)국순당,043650,2013/12,0.46,0.51,4.76,40.35,1.06,1.27,6.14,8.88,1.22,0.92
(주)국순당,043650,2014/12,0.42,0.47,4.16,40.42,0.92,1.09,5.83,8.22,1.21,0.81
(주)국순당,043650,2015/12,0.36,0.39,3.96,36.01,0.79,0.93,5.13,6.36,1.1,0.7
(주)국순당,043650,2016/12,0.32,0.36,3.73,33.78,0.76,0.91,4.68,6.45,1.04,0.68
(주)국순당,043650,2017/12,0.28,0.3,3.17,33.88,0.73,0.88,4.3,7.28,1.02,0.64
(주)국순당,043650,2018/12,0.26,0.28,2.82,37.9,0.77,0.94,4.22,8.71,0.99,0.67
(주)국순당,043650,2019/12,0.42,0.49,2.9,46.12,1.35,1.69,6.61,11.26,1.4,1.03
(주)국순당,043650,2020/12,0.21,0.25,1.51,24.53,0.7,0.85,3.77,5.77,0.81,0.54
(주)국순당,043650,2021/12,0.25,0.28,2.79,31.62,0.85,1.03,4.88,9.42,1.35,0.73
(주)국순당,043650,2022/12,0.29,0.31,3.4,28.34,0.82,0.99,4.7,10.08,1.66,0.72
(주)국영지앤엠,006050,2011/12,,,,,,,,,,
(주)국영지앤엠,006050,2012/12,,,,,,,,,,
(주)국영지앤엠,006050,2013/12,,,,,,,,,,
(주)국영지앤엠,006050,2014/12,,,,,,,,,,
(주)국영지앤엠,006050,2015/12,,,,,,,,,,
(주)국영지앤엠,006050,2016/12,,,,,,,,,,
(주)국영지앤엠,006050,2017/12,,,,,,,,,,
(주)국영지앤엠,006050,2018/12,,,,,,,,,,
(주)국영지앤엠,006050,2019/12,,,,,,,,,,
(주)국영지앤엠,006050,2020/12,,,,,,,,,,
(주)국영지앤엠,006050,2021/12,,,,,,,,,,
(주)국영지앤엠,006050,2022/12,,,,,,,,,,
(주)국전약품,307750,2018/12,,,,,,,,,,
(주)국전약품,307750,2019/12,,,,,,,,,,
(주)국전약품,307750,2020/12,,,,,,,,,,
(주)국전약품,307750,2021/12,,,,,,,,,,
(주)국전약품,307750,2022/12,0.53,1.12,1,10.95,0.73,0.85,5.13,4.73,2.27,0.49
(주)그래디언트,035080,2011/12,0.65,1.24,1.37,19.46,1.21,1.35,11.61,12.98,11.16,0.7
(주)그래디언트,035080,2012/12,0.6,1.25,1.15,21.15,1.75,2.05,12.07,12.37,9.57,0.8
(주)그래디언트,035080,2013/12,2.51,5.1,4.93,12.74,4.81,5.25,56.88,8.22,52.59,2.65
(주)그래디언트,035080,2014/12,1.78,3.79,3.36,6.04,2.95,3.18,42.21,4.52,53.32,1.68
(주)그래디언트,035080,2015/12,1.76,3.92,3.18,5.25,2.85,3.13,32.35,4.43,61.52,1.6
(주)그래디언트,035080,2016/12,1.84,4.41,3.16,4.9,2.79,3.08,30.01,4.34,67.3,1.55
(주)그래디언트,035080,2017/12,1.83,4.48,3.09,4.99,2.68,2.96,27.68,5.08,60.89,1.49
(주)그래디언트,035080,2018/12,1.9,4.72,3.19,5.85,2.76,3.15,22.57,7,54.76,1.53
(주)그래디언트,035080,2019/12,1.9,4.93,3.09,5.96,2.76,3.08,27.04,7,33.87,1.53
(주)그래디언트,035080,2020/12,1.87,4.95,3.01,5.45,2.85,3.1,36.19,6.14,22.97,1.56
(주)그래디언트,035080,2021/12,1.91,5.2,3.03,5.29,2.8,3.02,38.63,5.89,35.72,1.54
(주)그래디언트,035080,2022/12,2.09,4.87,3.67,5.68,3.04,3.24,50.04,6.36,67.44,1.75
(주)그리티,204020,2011/12,,,,,,,,,,
(주)그리티,204020,2012/12,,,,,,,,,,
(주)그리티,204020,2013/12,,,,,,,,,,
(주)그리티,204020,2014/12,3.88,4.88,18.84,74.32,4.31,7.06,11.06,25.19,257.41,3.51
(주)그리티,204020,2015/12,1.91,2.37,9.84,37.07,2.13,3.55,5.32,15.36,124.07,1.75
(주)그리티,204020,2016/12,1.75,2.23,8.26,26.14,1.98,3.45,4.62,17.46,87.62,1.59
(주)그리티,204020,2017/12,1.82,2.39,7.73,26.98,2.07,4.23,4.04,15.49,89.35,1.63
(주)그리티,204020,2018/12,1.41,1.83,6.2,24.24,1.55,3.12,3.08,15.13,110.78,1.26
(주)그리티,204020,2019/12,1.31,1.66,6.27,21.43,1.43,2.76,2.98,15.7,64.08,1.19
(주)그리티,204020,2020/12,1.38,1.69,7.41,21.54,1.58,3.42,2.95,12.82,35.33,1.33
(주)그리티,204020,2021/12,1.25,1.57,6.16,21.68,1.58,4,2.62,13.19,15.87,1.32
(주)그리티,204020,2022/12,1.64,2.12,7.14,32.15,2.14,6.81,3.11,23.51,16.34,1.72
(주)그린플러스,186230,2011/12,,,,,,,,,,
(주)그린플러스,186230,2012/12,,,,,,,,,,
(주)그린플러스,186230,2013/12,,,,,,,,,,
(주)그린플러스,186230,2014/12,,,,,,,,,,
(주)그린플러스,186230,2015/12,,,,,,,,,,
(주)그린플러스,186230,2016/12,,,,,,,,,,
(주)그린플러스,186230,2017/12,,,,,,,,,,
(주)그린플러스,186230,2018/12,0.73,1.93,1.17,21.43,1.65,2.13,7.36,4.8,1.42,1.01
(주)그린플러스,186230,2019/12,0.72,1.59,1.31,28.43,1.47,1.8,7.93,4.32,1.51,0.96
(주)그린플러스,186230,2020/12,0.78,1.76,1.39,22.25,1.42,1.64,10.43,4.45,1.86,0.9
(주)그린플러스,186230,2021/12,0.87,1.76,1.74,21.7,1.49,1.73,10.43,4.74,2.37,0.98
(주)그린플러스,186230,2022/12,0.8,1.37,1.93,29.69,1.5,1.83,8.35,5.02,1.89,1
(주)극동자동화,272420,2014/12,,,,,,,,,,
(주)극동자동화,272420,2015/12,,,,,,,,,,
(주)극동자동화,272420,2016/12,,,,,,,,,,
(주)극동자동화,272420,2017/12,,,,,,,,,,
(주)글로벌스탠다드테크놀로지,083450,2011/12,0.93,1.61,2.17,11.27,1.42,2.16,4.17,4.24,4.14,0.9
(주)글로벌스탠다드테크놀로지,083450,2012/12,1.22,2.04,3.03,13.48,1.98,3.86,4.06,10.47,4.11,1.25
(주)글로벌스탠다드테크놀로지,083450,2013/12,1.39,2.06,4.28,16.42,2.34,4.65,4.71,12.09,4.43,1.58
(주)글로벌스탠다드테크놀로지,083450,2014/12,1.34,1.91,4.56,23.17,2.21,3.54,5.88,9.19,4.62,1.57
(주)글로벌스탠다드테크놀로지,083450,2015/12,1.21,1.57,5.25,30.1,2.15,3.05,7.36,9.05,3.94,1.61
(주)글로벌스탠다드테크놀로지,083450,2016/12,1.14,1.55,4.36,11.63,2.04,3.22,5.55,7.52,3.65,1.45
(주)글로벌스탠다드테크놀로지,083450,2017/12,1.7,2.34,6.17,16.04,2.91,4.95,7.1,11.73,5.38,2.05
(주)글로벌스탠다드테크놀로지,083450,2018/12,1.25,1.58,5.99,20.17,2.31,3.65,6.28,8.22,3.56,1.72
(주)글로벌스탠다드테크놀로지,083450,2019/12,1.39,1.78,6.39,22.2,2.34,3.26,8.34,6.41,4.37,1.75
(주)글로벌스탠다드테크놀로지,083450,2020/12,1.2,1.54,5.42,18.13,1.85,2.51,6.95,6.23,4.41,1.41
(주)글로벌스탠다드테크놀로지,083450,2021/12,1.75,2.3,7.34,27.1,2.6,3.54,9.83,8.99,7.24,1.97
(주)글로벌스탠다드테크놀로지,083450,2022/12,1.37,1.77,5.94,24.68,1.95,2.68,7.11,6.69,6.39,1.51
(주)금빛,045890,2011/12,0.43,1.07,0.72,3.79,0.75,1.49,1.51,2.4,1.26,0.42
(주)금빛,045890,2012/12,0.69,1.69,1.17,7.74,1.49,2.6,3.52,5.12,1.65,0.73
(주)금빛,045890,2013/12,0.87,2.09,1.5,10.85,2.09,3.54,5.11,6.68,2.07,0.92
(주)금빛,045890,2014/12,0.78,1.86,1.33,7.52,1.86,3.13,4.57,4.84,1.96,0.79
(주)금빛,045890,2015/12,0.77,1.81,1.34,7.25,1.8,3.17,4.17,4.48,2.01,0.8
(주)금빛,045890,2016/12,0.68,1.49,1.26,9.24,1.63,2.74,3.99,4.35,1.82,0.78
(주)금빛,045890,2017/12,0.66,1.49,1.19,7.54,1.48,2.41,3.83,4.07,1.8,0.8
(주)금빛,045890,2018/12,0.5,1.12,0.9,5.33,1.08,1.72,2.92,3.37,1.12,0.6
(주)금빛,045890,2019/12,0.57,1.45,0.94,9.38,1.43,2.18,4.18,6.21,1.05,0.62
(주)금빛,045890,2020/12,0.36,1.01,0.57,6.09,1,1.28,4.51,6.45,0.69,0.38
(주)금오하이텍,165270,2011/12,,,,,,,,,,
(주)금오하이텍,165270,2012/12,,,,,,,,,,
(주)금오하이텍,165270,2013/12,,,,,,,,,,
(주)금오하이텍,165270,2014/12,,,,,,,,,,
(주)금오하이텍,165270,2015/12,,,,,,,,,,
(주)금오하이텍,165270,2016/12,,,,,,,,,,
