회사명,거래소코드,회계년도,유동자산구성비율(IFRS),재고자산 대 유동자산비율(IFRS),유동자산 대 비유동자산비율(IFRS),당좌자산구성비율(IFRS),비유동자산구성비율(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),비유동비율(IFRS),유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),매입채무 대 재고자산비율(IFRS),부채비율(IFRS),유동부채비율(IFRS),단기차입금 대 총차입금비율(IFRS),순운전자본비율(IFRS),차입금비율(IFRS),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 총자본비율(IFRS),CASH FLOW 대 매출액비율(IFRS)
(주)국보디자인,066620,2020/12,34.93,0,53.67,34.93,65.07,61.29,38.71,106.18,98.2,98.2,31.36,0,63.17,58.03,78.19,-0.64,0.23,18.98,5122.99,7.35,7.2
(주)국보디자인,066620,2021/12,30.63,0,44.15,30.63,69.37,64.35,35.65,107.8,99.06,99.06,20.4,0,55.4,48.05,72.98,-0.29,0.05,20,20538.59,7.13,7.83
(주)국보디자인,066620,2022/12,65.43,0.08,189.29,65.38,34.57,51.33,48.67,67.34,134.91,134.79,60.94,24042.7,94.8,94.48,42.55,16.93,0.55,18.36,3157.78,8.94,6.53
(주)국순당,043650,2011/12,40.02,19.43,66.72,32.25,59.98,89.78,10.22,66.8,496.76,400.25,289.56,19.13,11.38,8.97,0,31.96,0,78.48,0,8.02,12.51
(주)국순당,043650,2012/12,39.95,18.34,66.52,32.62,60.05,91.56,8.44,65.59,632.3,516.35,378.97,16.98,9.22,6.9,0,33.63,0,45.71,0,3.86,6.82
(주)국순당,043650,2013/12,41.54,16.09,71.05,34.86,58.46,91.53,8.47,63.87,703.45,590.3,388.18,17.35,9.26,6.45,0,35.63,0,44.6,0,3.78,7.99
(주)국순당,043650,2014/12,41.92,13.78,72.18,36.15,58.08,90.79,9.21,63.97,634.49,547.06,208.6,17.24,10.14,7.28,0,35.31,0,33.32,0,3.07,7.08
(주)국순당,043650,2015/12,40.73,14.22,68.73,34.94,59.27,91.45,8.55,64.81,725.29,622.16,240.64,18.87,9.35,6.14,0,35.12,0,1.53,0,0.13,0.36
(주)국순당,043650,2016/12,35.94,15.21,56.1,30.47,64.06,91.56,8.44,69.97,755.95,640.93,192.05,17.14,9.22,5.19,0,31.18,0,-8.17,0,-0.69,-2.02
(주)국순당,043650,2017/12,36.17,13.41,56.68,31.32,63.83,91.82,8.18,69.51,709.77,614.56,287.17,17.78,8.91,5.55,0,31.08,0,60.1,0,4.92,17.09
(주)국순당,043650,2018/12,28.45,17.26,39.76,23.54,71.55,91.99,8.01,77.78,627.32,519.07,205.79,16.93,8.71,4.93,0,23.92,0,95.61,0,7.66,32.18
(주)국순당,043650,2019/12,29.01,17.17,40.87,24.03,70.99,93.77,6.23,75.7,915.46,758.32,414.61,14.65,6.64,3.38,39.33,25.84,0.15,45.9,2009.44,2.86,12.5
(주)국순당,043650,2020/12,25.69,16.41,34.58,21.48,74.31,93.03,6.97,79.88,673.27,562.81,356.49,10.96,7.5,4.1,40.13,21.88,0.35,27.21,590.16,1.9,8.52
(주)국순당,043650,2021/12,26.74,18.2,36.49,21.87,73.26,91.71,8.29,79.89,548.46,448.66,247.63,20.74,9.04,5.32,51.13,21.86,0.3,53.41,1617.96,4.43,17.53
(주)국순당,043650,2022/12,36.08,16.36,56.45,30.18,63.92,92.47,7.53,69.12,750.15,627.42,320.67,16.11,8.14,5.2,38.59,31.27,0.32,35.48,915.47,2.67,8.99
(주)국영지앤엠,006050,2011/12,41.38,5.93,70.6,38.93,58.62,53.64,46.36,109.28,149.79,140.9,5.51,33.91,86.43,51.5,1.92,13.76,33.51,9.58,24.72,4.44,6.37
(주)국영지앤엠,006050,2012/12,35.13,7.51,54.16,32.49,64.87,76.35,23.65,84.96,339.48,313.98,115.92,16.88,30.98,13.56,0,24.78,14.12,-17.58,-38.56,-4.16,-5.72
(주)국영지앤엠,006050,2013/12,39.71,6.31,65.86,37.2,60.29,73.44,26.56,82.1,204.36,191.45,103.18,18.85,36.17,26.46,58.05,20.28,15.43,-4.05,-9.48,-1.07,-1.22
(주)국영지앤엠,006050,2014/12,38.33,7.94,62.17,35.29,61.67,80.08,19.92,77.01,304.03,279.88,152.1,13.11,24.88,15.75,0,25.73,6.35,39.32,154.08,7.83,8.98
(주)국영지앤엠,006050,2015/12,43.82,4.77,78,41.73,56.18,76.86,23.14,73.09,222.09,211.5,99.18,25.7,30.1,25.67,32.2,24.09,6.02,13.17,65.82,3.05,4.84
(주)국영지앤엠,006050,2016/12,45.04,13.72,81.94,38.85,54.96,76.99,23.01,71.39,252.94,218.22,87.22,5.99,29.89,23.13,0,27.23,6.43,-8.76,-40.75,-2.02,-2.57
(주)국영지앤엠,006050,2017/12,45.38,10.65,83.08,40.54,54.62,79.59,20.41,68.63,266.88,238.44,64.83,21.28,25.64,21.36,18.18,28.37,5.23,-11.33,-55.58,-2.31,-2.43
(주)국영지앤엠,006050,2018/12,41.66,10.51,71.42,37.29,58.34,85.77,14.23,68.01,292.76,261.99,111.74,25.94,16.59,16.59,0,27.43,1.64,30.81,311.23,4.38,4.7
(주)국영지앤엠,006050,2019/12,46.71,8.07,87.64,42.94,53.29,76.94,23.06,69.26,261.22,240.15,77.08,16.54,29.97,23.24,39.88,28.83,8.85,8.45,28.61,1.95,1.83
(주)국영지앤엠,006050,2020/12,46.21,5.34,85.89,43.74,53.79,72.85,27.15,73.85,215.19,203.7,111.24,24.23,37.28,29.48,89.58,24.73,16.69,8.2,18.32,2.23,2.42
(주)국영지앤엠,006050,2021/12,44.9,10.6,81.49,40.14,55.1,69.64,30.36,79.13,162.99,145.71,74.42,12.36,43.61,39.56,90.98,17.35,18.17,9.24,22.18,2.81,3.38
(주)국영지앤엠,006050,2022/12,47.51,7.97,90.52,43.73,52.49,72.57,27.43,72.32,192.76,177.4,53.79,15.24,37.79,33.96,92.79,22.86,18.26,-16.35,-33.83,-4.48,-4.66
(주)국전약품,307750,2018/12,,,,,,,,,,,,,,,,,,,,,
(주)국전약품,307750,2019/12,,,,,,,,,,,,,,,,,,,,,
(주)국전약품,307750,2020/12,67.48,30.88,207.49,46.64,32.52,55.76,44.24,58.32,179.07,123.78,44.9,49.02,79.34,67.58,80.24,29.8,47.11,36.99,62.3,16.37,11.73
(주)국전약품,307750,2021/12,71.89,21.07,255.75,56.74,28.11,77.72,22.28,36.17,351.98,277.82,87.4,67.81,28.67,26.28,85.52,51.47,9.44,26.22,79.61,5.84,7.32
(주)국전약품,307750,2022/12,73.32,14.19,274.74,62.91,26.68,47.19,52.81,56.55,204.86,175.79,30.42,46.87,111.93,75.84,56.81,37.53,63.91,-1.33,-2.33,-0.7,-1.32
(주)그래디언트,035080,2011/12,4.61,0,4.83,4.61,95.39,64.13,35.87,148.76,21.02,21.02,9.07,0,55.94,34.17,56.29,-17.31,45.13,-0.35,-0.43,-0.13,-6.87
(주)그래디언트,035080,2012/12,2.97,0,3.06,2.97,97.03,85.37,14.63,113.66,49.86,49.86,10.34,0,17.13,6.97,42.54,-2.98,9.77,-5.9,-10.34,-0.86,-37.29
(주)그래디언트,035080,2013/12,0.36,0,0.36,0.36,99.64,85.01,14.99,117.2,3.81,3.81,1.11,0,17.63,11.19,75.74,-9.15,10.14,-11.69,-20.33,-1.75,-104.45
(주)그래디언트,035080,2014/12,0.82,0,0.83,0.82,99.18,92.14,7.86,107.64,17.21,17.21,1.43,0,8.53,5.18,0,-3.95,1.79,-9.82,-46.9,-0.77,-45.37
(주)그래디언트,035080,2015/12,0.2,0,0.2,0.2,99.8,90.69,9.31,110.05,3.21,3.21,0.01,0,10.27,6.86,0,-6.02,3.79,3.6,9.74,0.33,12.38
(주)그래디언트,035080,2016/12,0.1,0,0.1,0.1,99.9,96.22,3.78,103.83,3.75,3.75,0.01,0,3.93,2.7,0,-2.5,2.66,5.27,7.79,0.2,4.88
(주)그래디언트,035080,2017/12,0.93,0,0.94,0.93,99.07,95.55,4.45,103.68,31.92,31.92,0.06,0,4.66,3.05,0,-1.99,2.97,17.19,26.98,0.76,21.07
(주)그래디언트,035080,2018/12,0.79,0,0.79,0.79,99.21,95.81,4.19,103.56,28.58,28.58,9.83,0,4.38,2.88,0,-1.97,2.84,47.11,72.74,1.98,54.81
(주)그래디언트,035080,2019/12,0.06,0,0.06,0.06,99.94,95.22,4.78,104.95,1.68,1.68,0.13,0,5.02,3.87,94.03,-3.62,3.83,35.91,47.08,1.72,66.13
(주)그래디언트,035080,2020/12,25.53,11.01,34.29,22.72,74.47,61.37,38.63,121.33,71.03,63.2,6.86,94.27,62.94,58.58,28.96,-10.42,5.29,-0.62,-7.41,-0.24,-0.78
(주)그래디언트,035080,2021/12,52.34,0,109.82,52.34,47.66,54.79,45.21,86.99,115.9,115.9,0.97,0,82.51,82.42,44.23,7.18,0.13,2.62,1672.65,1.18,47.35
(주)그래디언트,035080,2022/12,37.71,0,60.55,37.71,62.29,97.6,2.4,63.82,5255.82,5255.82,1415.35,0,2.46,0.74,61.31,37,1.06,-165.35,-384.5,-3.96,-258.52
(주)그리티,204020,2011/12,,,,,,,,,,,,,,,,,,,,,
(주)그리티,204020,2012/12,,,,,,,,,,,,,,,,,,,,,
(주)그리티,204020,2013/12,,,,,,,,,,,,,,,,,,,,,
(주)그리티,204020,2014/12,86.82,38.8,658.82,53.14,13.18,87.17,12.83,15.12,676.8,414.22,9.83,9.45,14.72,14.72,0,73.99,0,74.96,0,9.62,4.43
(주)그리티,204020,2015/12,85.37,37.24,583.56,53.58,14.63,88.84,11.16,16.47,764.64,479.91,7.56,7.68,12.57,12.57,0,74.21,0,90.01,0,10.05,4.87
(주)그리티,204020,2016/12,81.89,39.74,452.27,49.35,18.11,85.53,14.47,21.17,565.76,340.92,6.88,13.97,16.92,16.92,0,67.42,0,63.55,0,9.2,4.88
(주)그리티,204020,2017/12,81.26,51.44,433.52,39.46,18.74,87.14,12.86,21.51,631.73,306.79,8.1,4.83,14.76,14.76,0,68.39,0,19.75,0,2.54,1.28
(주)그리티,204020,2018/12,87.42,40.59,695.1,51.94,12.58,85.55,14.45,14.7,839.52,498.76,2,11.01,16.89,12.17,0,77.01,4.72,20.67,74.01,2.99,2.21
(주)그리티,204020,2019/12,79.04,47.59,377.15,41.43,20.96,86.21,13.79,24.31,605.87,317.55,3.42,6.01,16,15.13,88.92,66,7.43,23.75,51.14,3.28,2.35
(주)그리티,204020,2020/12,70.44,56.05,238.34,30.96,29.56,88.72,11.28,33.31,745.48,327.61,5.94,7.6,12.72,10.65,51.05,60.99,4.14,8.53,26.23,0.96,0.66
(주)그리티,204020,2021/12,66.36,71.05,197.3,19.21,33.64,87.34,12.66,38.51,578.97,167.59,8.69,8.2,14.5,13.12,68.03,54.9,4.19,-6.63,-22.93,-0.84,-0.6
(주)그리티,204020,2022/12,71.87,78.4,255.51,15.52,28.13,88.56,11.44,31.76,681.5,147.18,1.89,3.25,12.91,11.91,66.98,61.33,2.95,-34.79,-152.16,-3.98,-2.1
(주)그린플러스,186230,2011/12,,,,,,,,,,,,,,,,,,,,,
(주)그린플러스,186230,2012/12,,,,,,,,,,,,,,,,,,,,,
(주)그린플러스,186230,2013/12,,,,,,,,,,,,,,,,,,,,,
(주)그린플러스,186230,2014/12,,,,,,,,,,,,,,,,,,,,,
(주)그린플러스,186230,2015/12,,,,,,,,,,,,,,,,,,,,,
(주)그린플러스,186230,2016/12,,,,,,,,,,,,,,,,,,,,,
(주)그린플러스,186230,2017/12,,,,,,,,,,,,,,,,,,,,,
(주)그린플러스,186230,2018/12,41.44,30.31,70.77,28.88,58.56,48.23,51.77,121.41,141.64,98.7,5.7,27.67,107.34,60.67,52.78,12.18,84.84,8.05,10.19,4.17,4.81
(주)그린플러스,186230,2019/12,50.5,20.45,102,40.17,49.5,64.98,35.02,76.18,213.43,169.79,35.39,11.78,53.89,36.41,70.3,26.84,44.08,3.67,4.49,1.29,1.84
(주)그린플러스,186230,2020/12,55.69,12.97,125.67,48.47,44.31,45.98,54.02,96.38,149.81,130.38,38.81,60.91,117.5,80.85,57.57,18.52,72.3,6.68,10.85,3.61,4.72
(주)그린플러스,186230,2021/12,61.8,16.84,161.78,51.39,38.2,69.13,30.87,55.26,278.8,231.84,113.19,30.77,44.66,32.07,69.71,39.63,31.52,12.19,17.27,3.76,4.31
(주)그린플러스,186230,2022/12,43.36,23.38,76.57,33.23,56.64,67.7,32.3,83.65,167.07,128.01,54.71,21.27,47.71,38.34,83.61,17.41,37.4,22.18,28.3,7.16,8.14
(주)극동자동화,272420,2014/12,,,,,,,,,,,,,,,,,,,,,
(주)극동자동화,272420,2015/12,,,,,,,,,,,,,,,,,,,,,
(주)극동자동화,272420,2016/12,,,,,,,,,,,,,,,,,,,,,
(주)극동자동화,272420,2017/12,,,,,,,,,,,,,,,,,,,,,
(주)글로벌스탠다드테크놀로지,083450,2011/12,63.87,41.65,176.8,37.27,36.13,53.01,46.99,68.15,150.3,87.7,14.79,29.97,88.63,80.16,0,21.38,22.62,0.52,2.04,0.24,0.3
(주)글로벌스탠다드테크놀로지,083450,2012/12,55.8,56.85,126.25,24.08,44.2,68.05,31.95,64.95,190.96,82.4,46.36,28.97,46.95,42.94,99.4,26.58,7.69,19.44,118.65,6.21,4.85
(주)글로벌스탠다드테크놀로지,083450,2013/12,60.21,45.08,151.3,33.07,39.79,68.65,31.35,57.96,205.54,112.89,47.74,32.26,45.66,42.67,0,30.92,6.42,12.47,88.69,3.91,2.83
(주)글로벌스탠다드테크놀로지,083450,2014/12,61.07,30.48,156.89,42.46,38.93,72.06,27.94,54.02,240.1,166.92,95.22,32.64,38.78,35.3,0,35.64,5.48,32.47,229.78,9.07,6.68
(주)글로벌스탠다드테크놀로지,083450,2015/12,50.56,26.96,102.27,36.93,49.44,81.73,18.27,60.49,309.95,226.39,136.53,30.71,22.35,19.96,0,34.25,5.03,67.02,297.65,12.24,9.29
(주)글로벌스탠다드테크놀로지,083450,2016/12,59.51,41.43,146.95,34.85,40.49,67.7,32.3,59.81,198.5,116.27,44.43,69.39,47.71,44.28,0,29.53,4.71,9.38,95.06,3.03,2.9
(주)글로벌스탠다드테크놀로지,083450,2017/12,52.57,38.45,110.82,32.35,47.43,75.62,24.38,62.72,240.54,148.05,74.29,40.94,32.24,28.9,0,30.71,2.97,35.6,386.05,8.68,4.99
(주)글로벌스탠다드테크놀로지,083450,2018/12,47.15,28.85,89.21,33.54,52.85,83,17,63.68,326.87,232.56,64.22,48.89,20.49,17.38,0,32.72,2.75,70.92,527.77,12.06,9.13
(주)글로벌스탠다드테크놀로지,083450,2019/12,64.64,22.8,182.77,49.9,35.36,74.72,25.28,47.33,267.25,206.31,59.79,65.2,33.83,32.37,97.31,40.45,2.45,33.11,457.11,8.37,6.71
(주)글로벌스탠다드테크놀로지,083450,2020/12,64.15,26.32,178.95,47.27,35.85,81.42,18.58,44.03,370.18,272.74,132.2,44.47,22.81,21.28,86.54,46.82,1.37,75.89,1260.6,14.1,11.06
(주)글로벌스탠다드테크놀로지,083450,2021/12,70.36,23.04,237.38,54.15,29.64,72.87,27.13,40.68,265.9,204.64,68.36,49.02,37.24,36.31,90.37,43.9,1.01,42.03,1546.04,11.4,6.93
(주)글로벌스탠다드테크놀로지,083450,2022/12,71.9,26.7,255.88,52.71,28.1,80.16,19.84,35.05,396.17,290.41,78.23,26.34,24.75,22.64,93.79,53.75,0.7,55.97,1982.12,11.1,8.12
(주)금빛,045890,2011/12,47.26,28.58,89.6,33.75,52.74,41.66,58.34,126.59,102.72,73.36,9.01,51.24,140.01,110.42,79.72,1.25,110.5,-1.93,-2.45,-1.13,-2.45
(주)금빛,045890,2012/12,41.11,26.01,69.8,30.42,58.89,47.67,52.33,123.53,91.89,67.99,8.58,72.6,109.76,93.84,82.77,-3.63,85.28,13.25,17.05,6.93,9.26
(주)금빛,045890,2013/12,36.26,27.32,56.88,26.35,63.74,44.69,55.31,142.63,67.87,49.33,8.56,59.87,123.77,119.53,98.68,-17.16,101.19,9.44,11.55,5.22,7.26
(주)금빛,045890,2014/12,40.79,32.05,68.9,27.72,59.21,41.55,58.45,142.49,72.04,48.95,0.9,91.82,140.67,136.29,0,-15.83,97.27,4.93,7.13,2.88,4.07
(주)금빛,045890,2015/12,43.39,26.2,76.65,32.02,56.61,44.1,55.9,128.35,87.66,64.69,0.66,67.62,126.74,112.24,90.74,-6.11,93.2,6.41,8.71,3.58,5.01
(주)금빛,045890,2016/12,42.92,22.64,75.19,33.2,57.08,47.95,52.05,119.03,106.8,82.62,5.65,67.93,108.54,83.81,77.26,2.73,82.6,10.09,13.25,5.25,8.67
(주)금빛,045890,2017/12,49.45,26.47,97.8,36.36,50.55,42.2,57.8,119.81,137.74,101.28,9.19,84.67,136.98,85.07,50.88,13.55,92.51,5.93,8.78,3.43,5.98
