회사명,거래소코드,회계년도,총자본회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결)
(주)DB하이텍,000990,2011/12,0.43,1.56,0.59,20.51,1.87,2.54,7.04,6.12,0.7,0.72
(주)DB하이텍,000990,2012/12,0.5,1.97,0.67,28.86,2.01,2.73,7.56,8.08,0.82,0.61
(주)DB하이텍,000990,2013/12,0.45,1.99,0.57,20.81,1.86,2.6,6.51,7.74,0.75,0.63
(주)DB하이텍,000990,2014/12,0.56,3.49,0.66,17.22,2.41,3.45,8.02,8.06,0.92,0.86
(주)DB하이텍,000990,2015/12,0.68,3.56,0.84,16.56,2.28,3.08,8.73,7.67,1.19,1.11
(주)DB하이텍,000990,2016/12,0.78,2.59,1.12,17.48,2.19,2.83,9.68,7.64,1.43,1.26
(주)DB하이텍,000990,2017/12,0.69,1.7,1.15,17.41,1.88,2.38,8.98,6.94,1.23,1.19
(주)DB하이텍,000990,2018/12,0.65,1.32,1.28,19.03,1.82,2.16,11.35,7.25,1.16,1.29
(주)DB하이텍,000990,2019/12,0.75,1.34,1.7,24.06,1.99,2.26,17.05,8.04,1.33,1.36
(주)DB하이텍,000990,2020/12,0.83,1.3,2.26,27.75,2.11,2.39,18.05,9.16,1.45,1.37
(주)DB하이텍,000990,2021/12,0.89,1.28,2.93,29.97,1.91,2.1,20.61,10.24,1.82,1.3
(주)DB하이텍,000990,2022/12,0.91,1.22,3.61,36.11,1.56,1.67,23.97,13.04,2.4,1.16
(주)HJ중공업,097230,2011/12,0.4,1.51,0.54,10.41,1.12,1.29,8.86,10.97,0.91,0.52
(주)HJ중공업,097230,2012/12,0.37,1.42,0.51,11.03,1.09,1.25,8.72,9.73,0.84,0.53
(주)HJ중공업,097230,2013/12,0.38,1.51,0.51,10.62,1,1.19,6.13,10.82,0.89,0.47
(주)HJ중공업,097230,2014/12,0.38,1.57,0.51,9.67,0.93,1.21,4.01,10,0.91,0.44
(주)HJ중공업,097230,2015/12,0.5,2.12,0.66,9.65,1.23,1.76,4.07,13.54,1.15,0.55
(주)HJ중공업,097230,2016/12,0.5,2.49,0.63,8.73,1.17,1.73,3.63,17.69,1.09,0.52
(주)HJ중공업,097230,2017/12,0.52,3.33,0.61,8.59,1.15,1.7,3.54,18.47,1.17,0.48
(주)HJ중공업,097230,2018/12,0.49,0,0.48,7.12,0.94,1.42,2.76,14.13,1.4,0.37
(주)HJ중공업,097230,2019/12,0.63,0,0.57,8.93,1.08,1.52,3.69,12.67,2.6,0.46
(주)HJ중공업,097230,2020/12,0.73,6,0.83,9.09,1.43,1.85,6.39,16.72,2.8,0.65
(주)HJ중공업,097230,2021/12,0.75,4.54,0.89,7.92,1.69,2.01,10.86,27.89,2.25,0.85
(주)HJ중공업,097230,2022/12,0.72,4.38,0.86,7.88,1.5,1.76,10.28,17.66,2.28,0.75
(주)MH에탄올,023150,2011/12,0.33,1,0.5,148.03,0.98,1.22,4.99,4.83,0.6,0.36
(주)MH에탄올,023150,2012/12,0.45,1.45,0.64,4611.92,1.25,1.83,3.94,6.33,0.81,0.47
(주)MH에탄올,023150,2013/12,0.47,1.45,0.7,6573.65,1.33,2.07,3.76,5.98,0.87,0.5
(주)MH에탄올,023150,2014/12,0.46,0.99,0.84,26321.22,1.36,1.87,5.03,4.65,0.92,0.55
(주)MH에탄올,023150,2015/12,0.61,0.91,1.87,0,1.97,2.48,9.52,4.7,1.38,0.97
(주)MH에탄올,023150,2016/12,0.65,0.81,3.27,0,2.32,2.96,10.7,4.65,1.32,1.39
(주)MH에탄올,023150,2017/12,0.18,0.61,0.26,227.16,0.99,1.11,9.33,4.99,0.24,0.34
(주)MH에탄올,023150,2018/12,0.15,0.73,0.2,134.23,1.27,1.42,11.99,6.8,0.19,0.33
(주)MH에탄올,023150,2019/12,0.18,0.95,0.22,139.98,2.59,3.39,11,8.08,0.2,0.33
(주)MH에탄올,023150,2020/12,0.21,1.18,0.26,184.69,2.68,3.5,11.45,9.91,0.24,0.38
(주)MH에탄올,023150,2021/12,0.23,1.24,0.28,196.62,2.27,2.83,11.64,10.46,0.26,0.38
(주)MH에탄올,023150,2022/12,0.25,1.23,0.31,188.67,2.11,2.55,12.33,10.27,0.29,0.37
(주)SH에너지화학,002360,2011/12,1.73,2.73,4.71,312.13,3.88,4.8,20.16,6.81,5.25,2.27
(주)SH에너지화학,002360,2012/12,1.86,2.98,4.96,122.34,3.85,5.14,15.32,6.81,5.88,2.36
(주)SH에너지화학,002360,2013/12,2.17,3.45,5.82,96.33,4.23,5.56,17.73,7.81,7.15,2.66
(주)SH에너지화학,002360,2014/12,2.09,3,6.85,95.77,3.87,4.94,17.87,7.43,7.31,2.64
(주)SH에너지화학,002360,2015/12,1.91,2.46,8.59,130.11,3.37,4.21,16.78,7.11,6.79,2.6
(주)SH에너지화학,002360,2016/12,1.82,2.23,9.87,167.45,2.87,3.39,18.61,6.05,6.78,2.4
(주)SH에너지화학,002360,2017/12,1.51,1.78,9.9,114.68,2.19,2.68,11.92,5.24,5.98,1.95
(주)SH에너지화학,002360,2018/12,1.48,1.72,10.59,133.77,2.12,2.8,8.69,6.5,6.01,1.95
(주)SH에너지화학,002360,2019/12,1.15,1.38,6.79,140.69,1.66,2.16,7.22,6.14,4.45,1.54
(주)SH에너지화학,002360,2020/12,0.78,0.99,3.62,80.22,1.2,1.44,7.1,5.37,2.68,1.09
(주)SH에너지화학,002360,2021/12,1.18,1.54,5.06,98.06,1.86,2.17,12.76,7.27,3.95,1.63
(주)SH에너지화학,002360,2022/12,1.37,1.8,5.78,106.11,2.09,2.65,9.94,7.61,4.7,1.82
(주)SIMPAC,009160,2011/12,0.74,1.37,1.62,5.54,1.5,1.8,9.05,3.66,3.22,0.84
(주)SIMPAC,009160,2012/12,0.72,1.26,1.65,5.97,1.47,1.78,8.7,3.61,3.07,0.85
(주)SIMPAC,009160,2013/12,0.6,1.04,1.45,5.4,1.57,1.96,8.07,3.06,2.79,0.82
(주)SIMPAC,009160,2014/12,0.71,1.23,1.67,6.22,2.08,2.81,7.93,3.67,2.17,1
(주)SIMPAC,009160,2015/12,0.67,1.19,1.52,5.4,1.69,2.43,5.56,3.56,1.54,0.86
(주)SIMPAC,009160,2016/12,0.64,1.13,1.45,5.3,1.52,2.15,5.23,3.67,1.49,0.79
(주)SIMPAC,009160,2017/12,0.58,0.96,1.45,6.04,1.41,1.9,5.41,3.21,1.31,0.75
(주)SIMPAC,009160,2018/12,0.58,0.91,1.58,8.44,1.33,1.96,4.1,4.23,1.16,0.75
(주)SIMPAC,009160,2019/12,0.63,0.98,1.77,11.34,1.43,2.14,4.34,7.08,1.39,0.82
(주)SIMPAC,009160,2020/12,0.52,0.81,1.43,9.18,1.14,1.73,3.33,7.19,1.49,0.66
(주)SIMPAC,009160,2021/12,0.75,1.21,1.95,14.03,1.37,2.07,4.06,9.03,2.73,0.83
(주)SIMPAC,009160,2022/12,0.72,1.17,1.86,24.21,1.2,1.82,3.54,7.64,2.91,0.75
(주)SNT에너지,100840,2011/12,,,,,,,,,,
(주)SNT에너지,100840,2012/12,,,,,,,,,,
(주)SNT에너지,100840,2013/12,,,,,,,,,,
(주)SNT에너지,100840,2014/12,,,,,,,,,,
(주)SNT에너지,100840,2015/12,,,,,,,,,,
(주)SNT에너지,100840,2016/12,,,,,,,,,,
(주)SNT에너지,100840,2017/12,,,,,,,,,,
(주)SNT에너지,100840,2018/12,,,,,,,,,,
(주)SNT에너지,100840,2019/12,0.64,0.87,2.4,9.11,1.04,1.1,20.9,2.54,1.73,0.78
(주)SNT에너지,100840,2020/12,0.71,0.99,2.52,8.53,1.16,1.21,29.1,3.24,1.93,0.85
(주)SNT에너지,100840,2021/12,0.52,0.7,1.96,7.21,0.86,0.87,64.3,3,1.39,0.64
(주)SNT에너지,100840,2022/12,0.53,0.81,1.55,6.52,0.9,0.92,28.99,4.52,1.48,0.66
(주)SNT홀딩스,036530,2011/12,0.8,1.29,2.11,4.96,1.67,2.25,6.44,4.67,1.7,1.06
(주)SNT홀딩스,036530,2012/12,0.79,1.27,2.12,4.83,1.64,2.25,6.01,4.31,1.69,1.05
(주)SNT홀딩스,036530,2013/12,0.75,1.17,2.06,4.96,1.52,2.13,5.33,4.29,1.6,0.99
(주)SNT홀딩스,036530,2014/12,0.74,1.14,2.13,5.4,1.5,2.11,5.22,4.7,1.62,1
(주)SNT홀딩스,036530,2015/12,0.77,1.12,2.44,6.81,1.51,2.04,5.84,5.17,1.73,1.06
(주)SNT홀딩스,036530,2016/12,0.7,1,2.33,6.81,1.31,1.67,6.08,4.86,1.67,0.94
(주)SNT홀딩스,036530,2017/12,0.69,0.99,2.31,6.28,1.26,1.55,6.66,4.77,1.69,0.91
(주)SNT홀딩스,036530,2018/12,0.66,0.93,2.26,5.96,1.19,1.46,6.43,4.81,1.6,0.88
(주)SNT홀딩스,036530,2019/12,0.7,0.97,2.48,7.13,1.24,1.52,6.72,5.13,1.74,0.94
(주)SNT홀딩스,036530,2020/12,0.64,0.89,2.27,6.47,1.14,1.39,6.44,4.83,1.74,0.85
(주)SNT홀딩스,036530,2021/12,0.59,0.79,2.37,7.42,1.06,1.28,6.14,5.5,1.83,0.81
(주)SNT홀딩스,036530,2022/12,0.66,0.91,2.44,7.23,1.15,1.42,6.05,5.86,2.09,0.86
(주)STX,011810,2011/12,1.05,3.37,1.53,13.95,3.21,4.01,16.02,14.36,5.26,1.39
(주)STX,011810,2012/12,1.2,3.6,1.79,17.76,4.23,5.1,24.74,10.95,6.61,1.68
(주)STX,011810,2013/12,0.76,0,0.91,9.16,2.15,2.45,17.71,5.87,3.89,0.83
(주)STX,011810,2014/12,1.26,0,1.08,9.99,1.94,2.36,10.84,6.74,10.1,0.87
(주)STX,011810,2015/12,1.29,19.65,1.38,11.01,1.82,2.56,6.23,8.39,15.55,0.95
(주)STX,011810,2016/12,1.74,0,1.54,13.14,2.48,4.07,6.34,13.31,19.61,1.07
(주)STX,011810,2017/12,2.7,0,2.22,17.15,3.75,6.51,8.85,17.47,24.97,1.45
(주)STX,011810,2018/12,2.54,28.2,2.8,15.56,3.34,5.12,9.66,12.81,20.73,1.57
(주)STX,011810,2019/12,2.64,24.45,2.96,16.44,3.64,5.24,11.85,10.91,17.88,1.72
(주)STX,011810,2020/12,1.66,14.14,1.88,9.48,2.76,4.02,8.84,6.82,6.9,1.22
(주)STX,011810,2021/12,1.43,9.06,1.7,8.12,2.7,3.92,8.65,5.66,4.23,1.16
(주)STX,011810,2022/12,1.68,10.57,1.99,10.69,2.86,3.79,11.67,5.43,5.12,1.31
(주)TCC스틸,002710,2011/12,1.18,2.28,2.46,14.18,2.88,4.91,6.96,6.88,6.24,1.55
(주)TCC스틸,002710,2012/12,1,2.22,1.82,12.94,2.49,4.52,5.56,6.66,4.39,1.32
(주)TCC스틸,002710,2013/12,0.92,2.32,1.52,12.53,2.28,4.54,4.6,7.22,3.33,1.27
(주)TCC스틸,002710,2014/12,0.95,2.63,1.48,13.53,2.29,4.9,4.3,6.72,3.37,1.16
(주)TCC스틸,002710,2015/12,1.07,3.61,1.52,13.02,2.09,3.3,5.72,6.45,4.44,1.09
(주)TCC스틸,002710,2016/12,1.35,4.69,1.89,13.93,2.46,3.42,8.82,7.12,6.51,1.46
(주)TCC스틸,002710,2017/12,1.39,3.83,2.19,17.12,3.25,5.74,7.48,7.42,6.33,1.58
(주)TCC스틸,002710,2018/12,1.42,3.88,2.23,15.53,3.03,5.49,6.78,9.16,7.2,1.57
(주)TCC스틸,002710,2019/12,1.41,3.82,2.24,13.95,2.9,5.49,6.17,10.03,7.59,1.56
(주)TCC스틸,002710,2020/12,1.39,3.63,2.25,17.77,3.02,5.43,6.81,8.89,7.17,1.47
(주)TCC스틸,002710,2021/12,1.59,3.88,2.7,20.36,3.17,5.11,8.33,8.23,8.62,1.76
(주)TCC스틸,002710,2022/12,1.57,3.76,2.68,13.72,2.86,4.78,7.14,7.78,7.38,1.58
(주)강원랜드,035250,2011/12,0.48,0.58,2.63,693.12,1.13,1.13,600.07,291.57,0.99,0.8
(주)강원랜드,035250,2012/12,0.46,0.56,2.62,629.58,1.11,1.11,752.16,230.83,0.97,0.79
(주)강원랜드,035250,2013/12,0.45,0.56,2.43,611.65,1.21,1.21,1010.64,217.15,0.99,0.82
(주)강원랜드,035250,2014/12,0.46,0.57,2.39,545.99,1.22,1.22,1109.28,263.02,1.08,0.82
(주)강원랜드,035250,2015/12,0.46,0.57,2.4,475.57,1.05,1.05,1155.97,322.39,1.19,0.74
(주)강원랜드,035250,2016/12,0.44,0.54,2.39,507.09,0.95,0.95,1157.58,372.88,1.27,0.69
(주)강원랜드,035250,2017/12,0.39,0.48,2.27,497.86,0.81,0.81,1229.89,360.5,1.23,0.6
(주)강원랜드,035250,2018/12,0.34,0.41,2.16,415.45,0.73,0.73,1174.68,199.09,1.1,0.55
(주)강원랜드,035250,2019/12,0.35,0.42,2.23,409.75,0.84,0.84,635.31,172.37,1.13,0.62
(주)강원랜드,035250,2020/12,0.12,0.14,0.86,188.27,0.28,0.28,165.13,96.23,0.35,0.22
(주)강원랜드,035250,2021/12,0.21,0.24,1.63,406.47,0.5,0.5,283.39,287.41,0.59,0.4
(주)강원랜드,035250,2022/12,0.32,0.38,1.92,428.08,0.89,0.89,341.96,317.91,0.99,0.63
(주)갤럭시아에스엠,011420,2011/12,1.05,1.87,2.39,32.85,1.92,1.92,2342.1,7.62,63.45,1.17
(주)갤럭시아에스엠,011420,2012/12,1.25,2.12,3.05,28.1,2.22,2.23,1468.49,19.66,16.25,1.44
(주)갤럭시아에스엠,011420,2013/12,1.14,1.96,2.71,26.27,2.08,2.09,566.87,19.33,14.33,1.3
(주)갤럭시아에스엠,011420,2014/12,1.06,1.96,2.3,22.13,1.88,1.91,138.2,15.81,14.28,1.13
(주)갤럭시아에스엠,011420,2015/12,1.1,1.71,3.05,23.61,1.76,1.77,240.27,15.36,20.96,1.18
(주)갤럭시아에스엠,011420,2016/12,0.83,1.11,3.23,14.61,1.28,1.28,9330.64,9.63,19.16,0.94
(주)갤럭시아에스엠,011420,2017/12,0.69,0.87,3.25,10.25,1.12,1.12,0,5.44,25.25,0.85
(주)갤럭시아에스엠,011420,2018/12,0.53,0.66,2.74,9.44,1.03,1.03,0,4.07,71.66,0.76
(주)갤럭시아에스엠,011420,2019/12,0.93,1.19,4.35,18.83,2.06,2.06,0,8.19,75.26,1.41
(주)갤럭시아에스엠,011420,2020/12,,,,,,,,,,
(주)갤럭시아에스엠,011420,2021/12,,,,,,,,,,
(주)갤럭시아에스엠,011420,2022/12,,,,,,,,,,
(주)경농,002100,2011/12,0.7,0.85,3.94,7.51,1.28,5.02,1.73,27.42,2.45,1.02
(주)경농,002100,2012/12,0.51,0.9,1.16,6.97,0.96,3.43,1.34,11,1.47,0.56
(주)경농,002100,2013/12,0.75,1.25,1.87,10.57,1.44,5.56,1.95,14.5,2.02,0.88
(주)경농,002100,2014/12,0.7,1.14,1.81,9.46,1.4,5.24,1.91,11.31,1.71,0.87
(주)경농,002100,2015/12,0.65,1.14,1.53,8.64,1.31,4.51,1.84,9.85,1.63,0.78
(주)경농,002100,2016/12,0.64,1.14,1.46,7.93,1.29,4.75,1.76,9.18,1.6,0.75
(주)경농,002100,2017/12,0.63,1.1,1.47,7.14,1.29,4.92,1.75,8.98,1.51,0.75
(주)경농,002100,2018/12,0.61,1.08,1.42,7.93,1.28,4.59,1.77,8.96,1.5,0.73
(주)경농,002100,2019/12,0.62,1.13,1.4,8.73,1.28,4.54,1.79,9.02,1.61,0.75
(주)경농,002100,2020/12,0.67,1.2,1.51,8.74,1.32,4.69,1.83,9.59,1.8,0.78
(주)경농,002100,2021/12,0.71,1.21,1.73,9.74,1.35,4.34,1.97,9.41,1.95,0.82
(주)경농,002100,2022/12,0.86,1.45,2.13,11.87,1.55,4.29,2.42,9.83,2.53,0.97
(주)경동나비엔,009450,2011/12,1.36,2.08,3.94,8.82,2.75,4.85,6.36,11.2,3.44,1.73
(주)경동나비엔,009450,2012/12,1.35,2.2,3.46,7.78,2.76,4.9,6.3,11.47,3.39,1.66
(주)경동나비엔,009450,2013/12,1.27,2.28,2.84,7.76,2.96,5.59,6.31,11.62,2.72,1.57
(주)경동나비엔,009450,2014/12,1.13,2.27,2.26,8.18,2.92,6.18,5.53,11.39,2.29,1.36
(주)경동나비엔,009450,2015/12,1.27,2.59,2.51,8.57,3.22,6.94,6,13.15,2.65,1.5
(주)경동나비엔,009450,2016/12,1.4,2.62,3.01,7.83,3.5,7.45,6.58,13.21,2.92,1.69
(주)경동나비엔,009450,2017/12,1.47,2.76,3.12,7.79,3.37,6.65,6.83,10.8,3.22,1.7
(주)경동나비엔,009450,2018/12,1.34,2.71,2.64,8.58,2.81,5.65,5.58,8.47,3.09,1.44
(주)경동나비엔,009450,2019/12,1.3,2.66,2.53,9.11,2.76,5.67,5.37,8.18,2.93,1.4
(주)경동나비엔,009450,2020/12,1.3,2.69,2.51,9.49,2.75,5.48,5.53,9.41,3,1.41
(주)경동나비엔,009450,2021/12,1.32,2.76,2.54,8.39,2.64,5.57,5.01,10.19,3.31,1.37
(주)경동나비엔,009450,2022/12,1.19,2.4,2.36,8.18,2.32,5.47,4.04,10.04,3.13,1.25
(주)경동도시가스,267290,2017/12,,,,,,,,,,
(주)경동도시가스,267290,2018/12,2.16,5.23,3.68,5.15,3.91,3.92,1332.77,6.27,5.04,2.1
(주)경동도시가스,267290,2019/12,1.86,4.31,3.28,4.72,3.39,3.4,1080.65,6.32,4.4,1.85
(주)경동도시가스,267290,2020/12,1.5,3.12,2.89,4.48,3,3.01,843.75,5.76,3.35,1.67
(주)경동도시가스,267290,2021/12,1.61,3.88,2.75,3.62,2.75,2.75,1033.73,5.35,4.5,1.48
(주)경동도시가스,267290,2022/12,2.34,5.98,3.84,4.84,3.78,3.79,1474.81,6.78,7.11,2.03
(주)경동인베스트,012320,2011/12,2.03,4.71,3.57,5.21,3.5,3.55,232.61,6.28,6.37,1.94
(주)경동인베스트,012320,2012/12,2.26,5.86,3.69,4.94,3.51,3.58,186.64,6.49,8.28,1.95
(주)경동인베스트,012320,2013/12,2.31,5.9,3.79,4.96,3.5,3.58,162.88,6.97,8.93,1.96
(주)경동인베스트,012320,2014/12,2.06,4.71,3.67,5.45,3.37,3.44,162.47,7.26,6.86,1.93
(주)경동인베스트,012320,2015/12,1.29,2.71,2.46,4.77,2.4,2.45,120.01,5.42,3.51,1.41
(주)경동인베스트,012320,2016/12,1.03,2.03,2.09,4.9,2.19,2.23,122.5,4.66,2.44,1.3
(주)경동인베스트,012320,2017/12,0.23,0.39,0.53,1.68,0.52,0.54,15.49,1.24,0.58,0.34
(주)경동인베스트,012320,2018/12,0.38,0.57,1.16,49.26,1.07,1.2,10.18,4.07,1.29,0.78
(주)경동인베스트,012320,2019/12,0.45,0.67,1.41,40.56,1.28,1.5,8.84,4.98,1.57,0.92
(주)경동인베스트,012320,2020/12,0.52,0.73,1.78,48.71,1.31,1.51,9.88,5.69,1.97,0.98
(주)경동인베스트,012320,2021/12,0.51,0.69,2.01,51.02,1.27,1.48,9.11,7.29,2.14,0.99
(주)경동인베스트,012320,2022/12,0.47,0.62,2.01,52.73,1.17,1.37,7.97,8.92,2.05,0.92
(주)경방,000050,2011/12,0.26,0.55,0.49,17.81,2.76,5.04,6.11,10.88,1.15,0.84
(주)경방,000050,2012/12,0.25,0.53,0.46,16.53,2.54,4.89,5.3,10.74,1.05,0.8
(주)경방,000050,2013/12,0.26,0.55,0.51,16.89,3.06,5.18,7.46,10.73,1.1,1.32
(주)경방,000050,2014/12,0.25,0.51,0.5,16.91,3.22,5.2,8.44,9.56,1.07,0.88
(주)경방,000050,2015/12,0.27,0.55,0.55,19.76,3.42,6.03,7.89,9.79,1.13,0.89
(주)경방,000050,2016/12,0.29,0.56,0.59,20.37,3.53,6.54,7.65,9.86,1.18,1.36
(주)경방,000050,2017/12,0.28,0.52,0.6,18.92,3.68,6.09,9.28,9.93,1.15,1.08
(주)경방,000050,2018/12,0.27,0.5,0.6,18.64,3.33,5.89,7.66,9.35,1.18,1.01
(주)경방,000050,2019/12,0.26,0.47,0.56,18.13,1.78,2.34,7.55,8.79,1.59,0.93
(주)경방,000050,2020/12,0.25,0.44,0.57,18.02,1.72,2.03,11.37,9.17,2.36,0.77
(주)경방,000050,2021/12,0.3,0.51,0.74,15.24,3.05,4.63,8.99,7.08,3.16,1.08
(주)경방,000050,2022/12,0.31,0.52,0.77,16.19,2.83,5.12,6.32,8.59,3.37,1.1
(주)경보제약,214390,2011/12,,,,,,,,,,
(주)경보제약,214390,2012/12,,,,,,,,,,
(주)경보제약,214390,2013/12,,,,,,,,,,
(주)경보제약,214390,2014/12,,,,,,,,,,
(주)경보제약,214390,2015/12,,,,,,,,,,
(주)경보제약,214390,2016/12,,,,,,,,,,
(주)경보제약,214390,2017/12,,,,,,,,,,
(주)경보제약,214390,2018/12,,,,,,,,,,
(주)경보제약,214390,2019/12,,,,,,,,,,
(주)경보제약,214390,2020/12,,,,,,,,,,
(주)경보제약,214390,2021/12,,,,,,,,,,
(주)경보제약,214390,2022/12,,,,,,,,,,
(주)경인양행,012610,2011/12,0.73,1.32,1.61,11.09,1.39,3.11,2.53,4.11,1.72,0.85
(주)경인양행,012610,2012/12,0.72,1.24,1.71,11.93,1.4,2.98,2.64,4.08,1.68,0.85
(주)경인양행,012610,2013/12,0.86,1.43,2.18,16.29,1.62,3.24,3.24,4.53,2.07,0.99
(주)경인양행,012610,2014/12,0.88,1.43,2.29,18.79,1.63,3.46,3.07,4.65,2.11,1.04
(주)경인양행,012610,2015/12,0.82,1.32,2.19,20.17,1.54,3.37,2.84,4.5,1.94,0.98
(주)경인양행,012610,2016/12,0.82,1.34,2.1,13.66,1.49,3.17,2.82,4.41,2.01,0.92
(주)경인양행,012610,2017/12,0.85,1.43,2.12,14.46,1.56,3.19,3.05,4.51,2.09,0.95
(주)경인양행,012610,2018/12,0.86,1.52,1.97,18.48,1.55,3.2,3,4.73,2.17,0.93
(주)경인양행,012610,2019/12,0.81,1.56,1.69,19.69,1.47,3.24,2.71,4.97,2.05,0.86
(주)경인양행,012610,2020/12,0.67,1.41,1.29,20.16,1.28,2.49,2.63,4.65,1.6,0.71
(주)경인양행,012610,2021/12,0.74,1.68,1.33,20.55,1.37,2.35,3.28,5.18,1.81,0.75
(주)경인양행,012610,2022/12,0.71,1.55,1.32,23.51,1.37,2.79,2.67,5.22,1.65,0.75
(주)광명전기,017040,2011/12,0.77,1.5,1.58,7.91,1.38,1.72,7.08,4.25,4.41,0.78
(주)광명전기,017040,2012/12,0.92,1.86,1.82,7.86,1.55,1.92,8.04,4.72,6.04,0.89
(주)광명전기,017040,2013/12,0.94,1.77,1.98,11.26,1.48,1.84,7.68,4.41,6.63,0.89
(주)광명전기,017040,2014/12,1.04,1.81,2.43,11.59,1.57,1.92,8.59,4.19,7.73,0.99
(주)광명전기,017040,2015/12,0.86,1.4,2.25,7.68,1.32,1.58,7.76,4.55,6.53,0.87
(주)광명전기,017040,2016/12,0.7,1.04,2.1,7.73,1.25,1.46,8.74,5.46,5.26,0.82
(주)광명전기,017040,2017/12,0.68,1.04,1.94,8.13,1.4,1.61,10.58,5.77,3.79,0.88
(주)광명전기,017040,2018/12,0.75,1.17,2.09,9.3,1.6,1.88,10.73,7.36,3.09,1.04
(주)광명전기,017040,2019/12,0.85,1.29,2.53,11.64,1.68,1.91,13.74,7.98,4.03,1.11
(주)광명전기,017040,2020/12,0.77,1.15,2.3,11.98,1.3,1.46,11.94,7.7,4.45,0.87
(주)광명전기,017040,2021/12,0.82,1.22,2.47,10.22,1.27,1.48,9.04,7.22,4.7,0.87
(주)광명전기,017040,2022/12,0.81,1.18,2.56,7.79,1.25,1.48,8.14,5.23,4.41,0.87
(주)광주신세계,037710,2011/12,,,,,,,,,,
(주)광주신세계,037710,2012/12,,,,,,,,,,
(주)광주신세계,037710,2013/12,,,,,,,,,,
(주)광주신세계,037710,2014/12,,,,,,,,,,
(주)광주신세계,037710,2015/12,,,,,,,,,,
(주)광주신세계,037710,2016/12,,,,,,,,,,
(주)광주신세계,037710,2017/12,,,,,,,,,,
(주)광주신세계,037710,2018/12,,,,,,,,,,
(주)광주신세계,037710,2019/12,,,,,,,,,,
(주)광주신세계,037710,2020/12,,,,,,,,,,
(주)광주신세계,037710,2021/12,,,,,,,,,,
(주)광주신세계,037710,2022/12,,,,,,,,,,
(주)국동,005320,2011/12,2.42,0,2.46,17.07,3.84,7.49,7.88,11.17,8.57,1.57
(주)국동,005320,2012/12,2.06,18.12,2.33,14.74,3.51,6.2,8.08,8.79,5.52,1.5
(주)국동,005320,2013/12,2.13,11.91,2.59,12.75,3.36,6.06,7.55,7.98,6.44,1.57
(주)국동,005320,2014/12,2.29,8.45,3.15,20.73,3.41,5.86,8.17,8.56,7.79,1.82
(주)국동,005320,2015/12,1.86,5.69,2.77,22.71,2.74,4.62,6.73,7.71,6.39,1.6
(주)국동,005320,2016/12,1.81,4.76,2.93,19.94,2.68,4.52,6.59,7.73,5.96,1.64
(주)국동,005320,2017/12,1.66,4.06,2.82,33.88,2.56,4.45,6.04,7.33,5.25,1.56
(주)국동,005320,2018/12,1.91,4.82,3.17,0,2.93,5.11,6.84,6.91,6.35,1.68
(주)국동,005320,2019/12,1.74,3.92,3.12,0,2.57,4.12,6.86,7.11,6.58,1.6
(주)국동,005320,2020/12,1.61,3.39,3.07,0,2.28,3.16,8.13,12.39,7.23,1.45
(주)국동,005320,2021/12,1.3,2.44,2.79,0,1.92,3.1,5.06,11.1,5.26,1.22
(주)국동,005320,2022/12,1.92,3.12,5,0,3.1,6.95,5.6,18.36,6.82,2.07
(주)국보,001140,2011/12,1.34,3.77,2.07,5.35,3.34,3.4,197.43,4.54,3.39,1.42
(주)국보,001140,2012/12,1.24,3.58,1.9,5.15,3.04,3.1,172.5,4.18,3.19,1.3
(주)국보,001140,2013/12,1.19,3.68,1.76,5.81,3.06,3.12,156.97,4.28,2.89,1.26
(주)국보,001140,2014/12,1.03,3.72,1.42,5.58,2.82,2.88,137.99,4.15,2.33,1.08
(주)국보,001140,2015/12,1.05,4.47,1.38,6.55,3.14,3.19,169.91,4.8,2.24,1.1
(주)국보,001140,2016/12,1.06,5.19,1.34,5.96,3.31,3.36,221.13,4.98,2.18,1.09
(주)국보,001140,2017/12,1.01,4.72,1.29,4.94,3.51,3.57,200.11,5.05,1.98,1.08
(주)국보,001140,2018/12,1.18,4.58,1.59,5.75,4.72,4.85,188.27,6.01,2.56,1.37
(주)국보,001140,2019/12,1.09,4.24,1.47,8.31,2.17,4.64,4.07,7.96,6.36,0.96
(주)국보,001140,2020/12,1.07,3.7,1.5,9.24,1.82,4.23,3.18,9.63,7.79,0.88
(주)국보,001140,2021/12,1,3.09,1.48,9.5,1.76,3.42,3.63,8.24,6.14,0.86
(주)국보,001140,2022/12,0.96,2.73,1.49,10.42,1.7,3.16,3.7,9.54,9.33,0.87
(주)금양,001570,2011/12,0.92,2.54,1.43,12.8,1.6,1.95,9.06,4.01,3.01,0.83
(주)금양,001570,2012/12,0.95,2.71,1.47,18.16,1.72,2.13,8.79,4.4,2.89,0.88
(주)금양,001570,2013/12,1.14,3.43,1.7,32.34,1.95,2.48,9.04,4.48,3.67,1.01
(주)금양,001570,2014/12,1.03,3.52,1.46,21.59,1.57,2.03,6.88,4.07,4,0.88
